NM_BARR,ID_BARR,number,rc_usd,night,fatalities,collapsed,losses,col_dry,col_wet,loss_dry,loss_wet,str_lr,col_lr,occ_lr,dryl_total,str_lr_dry,dryc_total,col_lr_dry,wetl_total,str_lr_wet,wetc_total,col_lr_wet
PARQUE BICENTENARIO,626.0,62.0,38061847,111.4,0.0,0.0,0,0.000720018,0.0,27.0928492,18241.0,0.0,0.0,0.0,27.0,7.1181121326e-05,0.000720018,0.001161319354839,18241.0,0.047924366299118,0.0,0.781982724193548
LOS DOS PUENTES,627.0,160.0,59277232,1682.0,0.0,0.0,0,0.000913869,1.0,59.7920881,40249.0,0.0,0.0,0.0,60.0,0.000100868556346,0.000913869,0.000571168125,40249.0,0.067899609652007,1.0,0.3844809375
SAN JOSÉ,628.0,130.0,34849236,2619.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PAZ,629.0,63.0,7016682,290.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENERÍAS,630.0,4.0,1428763,63.699999999999996,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAMBOLLACTA,631.0,577.0,162170059,2826.7,0.0,0.0,0,25.9705026,38.0,7621825.462,8847586.0,0.0,0.0,0.0,7621825.0,4.699896829037986,25.9705026,4.500953656845754,8847586.0,5.455745692696009,38.0,6.602385125795494
LOS TULIPANES,632.0,461.0,99748708,4193.0,0.0,0.0,0,0.005206284,4.0,90.8783444,61215.0,0.0,0.0,0.0,91.0,9.1107289685e-05,0.005206284,0.001129345770065,61215.0,0.061369176079454,4.0,0.760510759436009
CIUDADELA ESPEJO,633.0,102.0,18410864,1110.0,0.0,0.0,0,0.001190799,1.0,18.6535604,12561.0,0.0,0.0,0.0,19.0,0.000101318225665,0.001190799,0.00116745,12561.0,0.06822630162901,1.0,0.786014499019608
MENA DEL HIERRO,634.0,339.0,113309327,3790.9,0.0,0.0,0,0.000941562,1.0,17.2262222,11736.0,0.0,0.0,0.0,17.0,1.5202828115e-05,0.000941562,0.000277746902655,11736.0,0.010357185654423,1.0,0.187585559292035
LA LIBERTAD,635.0,131.0,19170638,1204.0,0.0,0.0,0,0.000913869,1.0,8.7884342,5944.0,0.0,0.0,0.0,9.0,4.5843201199e-05,0.000913869,0.000697609923664,5944.0,0.031005308304166,1.0,0.470168660305343
ZALDUMBIDE,636.0,520.0,140918353,3414.0,0.0,0.0,0,0.002658528,2.0,55.1692868,37177.0,0.0,0.0,0.0,55.0,3.9149823853e-05,0.002658528,0.000511255384615,37177.0,0.0263817393315,2.0,0.344295277884615
EL PINAR BAJO,637.0,316.0,73801238,1783.0,0.0,0.0,0,0.001190799,1.0,29.0780716,19631.0,0.0,0.0,0.0,29.0,3.9400519982e-05,0.001190799,0.000376835126582,19631.0,0.026599573017306,1.0,0.254046459493671
SERVIDORES DE LA SALUD,638.0,200.0,32351712,1382.0,0.0,0.0,0,17.295816725,25.0,235703.2121733,929366.0,0.0,0.0,0.0,235703.0,0.728564870620104,17.295816725,8.6479083625,929366.0,2.872694747374004,25.0,12.57442916866
BAKER,639.0,459.0,90688245,2619.0,0.0,0.0,0,0.003710862,2.0,77.9132062,52471.0,0.0,0.0,0.0,78.0,8.5913236431e-05,0.003710862,0.000808466666667,52471.0,0.05785843140465,2.0,0.544381796296296
BALCÓN COLONIAL,640.0,87.0,13084802,1068.0,0.0,0.0,0,0.000858483,1.0,10.4293156,7020.0,0.0,0.0,0.0,10.0,7.9705565957e-05,0.000858483,0.000986762068966,7020.0,0.053653742906401,1.0,0.664237356321839
JIPIJAPA,641.0,714.0,210567944,3717.0,0.0,0.0,0,0.004458573,3.0,110.086204,74153.0,0.0,0.0,0.0,110.0,5.2280609159e-05,0.004458573,0.00062445,74153.0,0.035215516601484,3.0,0.420494891176471
COOPERATIVA 6 DE AGOSTO -IESS FUT,642.0,934.0,113424845,6350.0,0.0,0.0,0,81.6033876,105.0,482356.9122,1159915.0,0.0,0.0,0.0,482357.0,0.425265657257666,81.6033876,8.736979400428266,1159915.0,1.022628685716931,105.0,11.194108321659527
LA HOSPITALARIA II,643.0,160.0,16091659,814.7,0.0,0.0,0,0.000996948,1.0,4.9085011,3308.0,0.0,0.0,0.0,5.0,3.0503387045e-05,0.000996948,0.0006230925,3308.0,0.020559888390975,1.0,0.419527680625
BOSQUE DE PROTECIÓN LA LIBERTAD,644.0,16.0,1393318,306.7,0.0,0.0,0,5.5386e-05,0.0,1.2130688,817.0,0.0,0.0,0.0,1.0,8.7063302182e-05,5.5386e-05,0.0003461625,817.0,0.058606442049101,0.0,0.23301875
MARQUESA DE SOLANDA,645.0,1.0,373745,14.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA INMACULADA,646.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCÍA ALBÁN,647.0,136.0,77578801,1523.0,0.0,0.0,0,0.000803097,1.0,58.877103,39638.0,0.0,0.0,0.0,59.0,7.5893288324e-05,0.000803097,0.0005905125,39638.0,0.051093896065158,1.0,0.397613080147059
SANTA ISABEL,648.0,436.0,94237432,4970.0,0.0,0.0,0,0.003129309,2.0,46.3051532,31191.0,0.0,0.0,0.0,46.0,4.9136688061e-05,0.003129309,0.000717731422018,31191.0,0.033098066386505,2.0,0.483277673394495
SAN FERNANDO,649.0,33.0,4242790,229.0,0.0,0.0,0,3.6545096,6.0,29101.788999999997,90268.0,0.0,0.0,0.0,29102.0,0.685911547135692,3.6545096,11.074271515151516,90268.0,2.127550779602978,6.0,17.313749244696968
SAN JOSÉ DE MORÁN,650.0,689.0,73352737,3740.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN FRANCISCO,651.0,32.0,2176490,126.0,0.0,0.0,0,0.00027693,0.0,1.2010734,809.0,0.0,0.0,0.0,1.0,5.5183967671e-05,0.00027693,0.00086540625,809.0,0.037147034577121,0.0,0.582546875
MEXTERIOR,652.0,240.0,57927225,1318.0,0.0,0.0,0,0.000720018,0.0,16.1472908,10934.0,0.0,0.0,0.0,16.0,2.7875132778e-05,0.000720018,0.0003000075,10934.0,0.018874984373267,0.0,0.20276364875
LA MACARENA,653.0,61.0,13237386,550.6,0.0,0.0,0,19.955159599999998,26.0,209664.4299,538264.0,0.0,0.0,0.0,209664.0,1.583880904938929,19.955159599999998,32.71337639344262,538264.0,4.066243062843721,26.0,42.380862460491805
CALIFORNIA  BONANZA,654.0,597.0,144386118,4954.0,0.0,0.0,0,0.002436984,2.0,57.3416898,38655.0,0.0,0.0,0.0,57.0,3.9714129402e-05,0.002436984,0.000408205025126,38655.0,0.026771868490825,2.0,0.2750846680067
SECTOR COLEGIO FRANCÉS,655.0,95.0,38393177,543.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTA MÓNICA II,656.0,319.0,48437816,1124.4,0.0,0.0,0,25.7966534,48.0,359193.749,2110113.0,0.0,0.0,0.0,359194.0,0.74155645586728,25.7966534,8.086725203761755,2110113.0,4.356334177403967,48.0,15.135882604231973
SANTA LUCÍA ALTA,657.0,133.0,73405621,1684.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUEBLO  NUEVO,658.0,3.0,428290,17.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAYORISTA,659.0,15.0,31551426,65.0,0.0,0.0,0,7.2422608,9.0,478935.54,4515132.0,0.0,0.0,0.0,478936.0,1.517952108424893,7.2422608,48.28173866666667,4515132.0,14.310390231681206,9.0,59.03554566766667
RANCHO ALTO JOSÉ PERALTA,660.0,197.0,11400952,581.3,0.0,0.0,0,0.00221544,1.0,6.8884669,4637.0,0.0,0.0,0.0,7.0,6.0420102531e-05,0.00221544,0.001124588832487,4637.0,0.040671761374538,1.0,0.757015228426396
PONCEANO ALTO,661.0,921.0,389627451,5884.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAMMER 1,662.0,259.0,49314264,1866.0,0.0,0.0,0,0.00138465,1.0,20.678039899999998,13919.0,0.0,0.0,0.0,21.0,4.1931154255e-05,0.00138465,0.000534613899614,13919.0,0.028225923720079,1.0,0.359874517374517
LA BALLICA,663.0,108.0,14264217,1054.0,0.0,0.0,0,0.001052334,1.0,9.4191356,6340.0,0.0,0.0,0.0,9.0,6.6033318184e-05,0.001052334,0.000974383333333,6340.0,0.044450274651254,1.0,0.65590462962963
SOLANDA SECTOR-1,664.0,1275.0,129885629,9305.0,0.0,0.0,0,147.3477304,189.0,1642933.914,3260334.0,0.0,0.0,0.0,1642934.0,1.264908154103122,147.3477304,11.556684737254901,3260334.0,2.510157857247609,189.0,14.83095494129647
CHIRIYACU CENTRAL,665.0,751.0,126119883,7761.0,0.0,0.0,0,0.006757092,5.0,96.5086295,64972.0,0.0,0.0,0.0,97.0,7.6521343733e-05,0.006757092,0.000899745938748,64972.0,0.051516297948684,5.0,0.605682595073236
RANCHO BAJO,666.0,247.0,26901354,1653.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN CRISTOBAL,667.0,88.0,22512705,918.3,0.0,0.0,0,0.000692325,0.0,12.3027281,8282.0,0.0,0.0,0.0,12.0,5.4647932579e-05,0.000692325,0.000786732954545,8282.0,0.036788854543444,0.0,0.529597022863636
18 DE MAYO,668.0,73.0,8941886,617.0,0.0,0.0,0,0.000692325,0.0,5.0973596,3435.0,0.0,0.0,0.0,5.0,5.7005421e-05,0.000692325,0.000948390410959,3435.0,0.038413106111582,0.0,0.638613409589041
SANTALUCÍA BAJA,669.0,76.0,72825720,70.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDALUCÍA,670.0,460.0,109954494,3189.0,0.0,0.0,0,0.003129309,2.0,49.9449447,33665.0,0.0,0.0,0.0,50.0,4.5423286482e-05,0.003129309,0.000680284565217,33665.0,0.030617565475306,2.0,0.458128529130435
SAN ANTONIO DE LA LIBERTAD,671.0,197.0,22911507,1910.2,0.0,0.0,0,48.5634446,64.0,407425.6915,894391.0,0.0,0.0,0.0,407426.0,1.778257929864641,48.5634446,24.65149472081218,894391.0,3.90367541598887,64.0,32.619360118563456
LAS CUADRAS,672.0,291.0,50138782,2901.0,0.0,0.0,0,30.3687814,39.0,863872.432,1278633.0,0.0,0.0,0.0,863872.0,1.722962548081052,30.3687814,10.43600735395189,1278633.0,2.550188186975882,39.0,13.29663664171134
FELIX RIVADENEIRA,673.0,144.0,27193654,923.0,0.0,0.0,0,0.000581553,0.0,16.889786,11399.0,0.0,0.0,0.0,17.0,6.2109292665e-05,0.000581553,0.00040385625,11399.0,0.041917646376623,0.0,0.2724814125
FRANKLIN TELLO,674.0,119.0,30585684,490.0,0.0,0.0,0,0.000886176,1.0,19.4845291,13120.0,0.0,0.0,0.0,19.0,6.3704735856e-05,0.000886176,0.000744685714286,13120.0,0.042897080832442,1.0,0.501410326890756
YANACOCHA,675.0,2.0,38168,2.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL INCA,676.0,959.0,200312912,11281.7,0.0,0.0,0,0.008612523,6.0,123.5341772,83192.0,0.0,0.0,0.0,124.0,6.1670601211e-05,0.008612523,0.000898073305527,83192.0,0.041531196419131,6.0,0.604630681334724
GUARUMOS,677.0,1.0,221599,9.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOLA ALTA,678.0,463.0,63473765,3850.0,0.0,0.0,0,0.004015485,3.0,49.5632547,33363.0,0.0,0.0,0.0,50.0,7.8084630167e-05,0.004015485,0.00086727537797,33363.0,0.052562618537688,3.0,0.583805075593952
JARDÍN DEL VALLE,679.0,810.0,105251240,4394.0,0.0,0.0,0,0.003018537,2.0,36.7751464,24828.0,0.0,0.0,0.0,37.0,3.4940345106e-05,0.003018537,0.000372658888889,24828.0,0.023589199610963,2.0,0.251188728641975
CATZUQUI DE MONCAYO,680.0,4.0,1382562,55.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONJAS ALTO,681.0,67.0,9424778,729.0,0.0,0.0,0,0.00055386,0.0,5.1579692,3472.0,0.0,0.0,0.0,5.0,5.4727753842e-05,0.00055386,0.000826656716418,3472.0,0.036839939041491,0.0,0.556462686567164
ASISTENCIA SOCIAL,682.0,173.0,37550781,1768.0,0.0,0.0,0,49.7154398,58.0,1071118.9326,1341469.0,0.0,0.0,0.0,1071119.0,2.852454457897548,49.7154398,28.737248439306356,1341469.0,3.572412567748814,58.0,33.51875530250289
LA PRADERA III,683.0,77.0,31904679,1821.0,0.0,0.0,0,17.1920246,21.0,790522.112,1073430.0,0.0,0.0,0.0,790522.0,2.477762332885275,17.1920246,22.327304675324676,1073430.0,3.364491241950832,21.0,26.896155041064933
PISULI,684.0,1644.0,106039963,9348.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN JOSÉ DE CONOCOTO ALTO,685.0,33.0,3324097,133.7,0.0,0.0,0,14.4733952,17.0,114891.681,194282.0,0.0,0.0,0.0,114892.0,3.456327380898051,14.4733952,43.85877333333333,194282.0,5.844668803984845,17.0,52.369886607333335
GONZÁLEZ SUÁREZ,686.0,188.0,216969333,2965.4,0.0,0.0,0,0.00055386,0.0,23.77666,16237.0,0.0,0.0,0.0,24.0,1.0958534877e-05,0.00055386,0.000294606382979,16237.0,0.007483391194424,0.0,0.199113239361702
MIRAVALLE,687.0,190.0,25673534,1373.0,0.0,0.0,0,0.001163106,1.0,14.7824168,9956.0,0.0,0.0,0.0,15.0,5.7578425309e-05,0.001163106,0.000612161052632,9956.0,0.038779356843792,1.0,0.412233462105263
ALAMBI,688.0,7.0,169904,7.0,0.0,0.0,0,0.000138465,0.0,0.3115444,210.0,0.0,0.0,0.0,0.0,0.000183365012997,0.000138465,0.001978071428571,210.0,0.123432033216414,0.0,1.331535714285714
ORQUIDEAS,689.0,772.0,110429486,4873.0,0.0,0.0,0,0.0027693,2.0,35.8705651,24155.0,0.0,0.0,0.0,36.0,3.2482778372e-05,0.0027693,0.00035871761658,24155.0,0.021873368579686,2.0,0.241509142227979
EUGENIO ESPEJO,690.0,484.0,54581741,3301.0,0.0,0.0,0,97.6147512,114.0,714787.136,1020400.0,0.0,0.0,0.0,714787.0,1.309571896978501,97.6147512,20.168337024793388,1020400.0,1.869490431720575,114.0,23.460131429935952
LA FLORIDA,691.0,32.0,12699057,346.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANTO DOMINGO CONOCOTO,692.0,306.0,68987432,2213.8,0.0,0.0,0,0.00166158,1.0,43.6301315,29389.0,0.0,0.0,0.0,44.0,6.3243594175e-05,0.00166158,0.000543,29389.0,0.042600579678321,1.0,0.365765178104575
SANTA ROSA,693.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URBANIZACIÓN LOS ARRAYANES,694.0,334.0,31758164,2037.0,0.0,0.0,0,108.4892688,127.0,628471.704,1010242.0,0.0,0.0,0.0,628472.0,1.978929607935064,108.4892688,32.48181700598802,1010242.0,3.18104727355697,127.0,38.10128775326647
ZONA DE PROTECCIÓN CHILLOGALLO,695.0,2.0,73030,6.0,0.0,0.0,0,0.902501,1.0,1937.29,2146.0,0.0,0.0,0.0,1937.0,2.652714318733767,0.902501,45.12505,2146.0,2.938706015351398,1.0,49.988248501499996
ESCUELA SUPERIOR  MILITAR PARY,696.0,2.0,72870220,88.89999999999998,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUITO NORTE,697.0,1406.0,221921122,8416.4,0.0,0.0,0,0.016283484,11.0,210.806432,141961.0,0.0,0.0,0.0,211.0,9.4991603239e-05,0.016283484,0.001158142532006,141961.0,0.063969232386985,11.0,0.779730118634424
CIUDAD  BOSQUE,698.0,207.0,32756512,1226.0,0.0,0.0,0,69.9405952,94.0,1063339.339,2182532.0,0.0,0.0,0.0,1063339.0,3.246192200505118,69.9405952,33.78772714975845,2182532.0,6.662894610119789,94.0,45.52705761967633
REINO DE QUITO,699.0,670.0,73829908,4539.0,0.0,0.0,0,85.0910012,104.0,619878.224,1153162.0,0.0,0.0,0.0,619878.0,0.839603135819423,85.0910012,12.70014943283582,1153162.0,1.561916583958394,104.0,15.498032600983583
SAN MATEO,700.0,155.0,13062233,821.0,0.0,0.0,0,33.4592954,40.0,128862.00200000001,236911.0,0.0,0.0,0.0,128862.0,0.986523499868348,33.4592954,21.58664219354839,236911.0,1.813713059435696,40.0,25.52458428603871
EL ROSAL,701.0,124.0,10480701,789.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENALCÁZAR,702.0,350.0,445071324,4296.0,0.0,0.0,0,0.000692325,0.0,29.3011846,19730.0,0.0,0.0,0.0,29.0,6.583480681e-06,0.000692325,0.000197807142857,19730.0,0.004433059733875,0.0,0.133196511142857
DAMMER,703.0,236.0,56150503,2396.0,0.0,0.0,0,0.00083079,1.0,21.113753,14234.0,0.0,0.0,0.0,21.0,3.7602072585e-05,0.00083079,0.000352029661017,14234.0,0.025350513171749,1.0,0.237222947457627
LULUNCOTO,704.0,378.0,64454558,4152.0,0.0,0.0,0,0.003627783,2.0,92.1374668,62022.0,0.0,0.0,0.0,92.0,0.000142949498221,0.003627783,0.000959730952381,62022.0,0.096226356400494,2.0,0.646041402116402
SAN JOSÉ OLEAS,705.0,2.0,163650,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARQUE LA CAROLINA,706.0,21.0,21831353,13.0,0.0,0.0,0,0.000360009,0.0,14.7649014,9939.0,0.0,0.0,0.0,15.0,6.7631638395e-05,0.000360009,0.001714328571429,9939.0,0.04552620496677,0.0,1.153997619047619
PONCIANO BAJO,707.0,458.0,118723936,5749.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN ISIDRO,708.0,421.0,56313388,3963.0,0.0,0.0,0,0.001827738,1.0,16.6138883,11193.0,0.0,0.0,0.0,17.0,2.9502555263e-05,0.001827738,0.000434142042755,11193.0,0.019876285098523,1.0,0.292313438954869
SAUCES DEL VALLE,709.0,256.0,31342404,1351.0,0.0,0.0,0,0.001052334,1.0,9.362582999999999,6302.0,0.0,0.0,0.0,9.0,2.9871936082e-05,0.001052334,0.00041106796875,6302.0,0.020108283096598,1.0,0.276709765625
UNION POPULAR,710.0,316.0,93021046,2741.0,0.0,0.0,0,49.860083,64.0,3628113.7873,4421561.0,0.0,0.0,0.0,3628114.0,3.900314967733319,49.860083,15.778507278481014,4421561.0,4.753290748732157,64.0,20.11380372697152
CUMUNA MARCOPAMBA - CHILIBULO -  LA RAYA,711.0,143.0,18618520,1204.0,0.0,0.0,0,0.000747711,1.0,6.2819307,4239.0,0.0,0.0,0.0,6.0,3.3740225716e-05,0.000747711,0.000522874825175,4239.0,0.022768251411956,1.0,0.352708058041958
LA VICTORIA,712.0,201.0,47865180,2863.0,0.0,0.0,0,0.001689273,1.0,34.9323843,23515.0,0.0,0.0,0.0,35.0,7.2980784949e-05,0.001689273,0.000840434328358,23515.0,0.049126971323662,1.0,0.565737064676617
ATAHUALPA OCCIDENTAL,713.0,487.0,95923645,3854.0,0.0,0.0,0,0.927190784,3.0,10571.332203599999,70351.0,0.0,0.0,0.0,10571.0,0.011020569700215,0.927190784,0.190388251334702,70351.0,0.073340501399458,3.0,0.718194036823409
ESTADIO ATAHUALPA,714.0,255.0,192284496,2055.0,0.0,0.0,0,0.001052334,1.0,71.66944899999999,48290.0,0.0,0.0,0.0,72.0,3.7272609346e-05,0.001052334,0.00041268,48290.0,0.025113931217095,1.0,0.278266396862745
ATACABA,715.0,32.0,3659728,305.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUEVO AMANECER,716.0,353.0,28005327,1695.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INNFA,717.0,210.0,51217203,1202.8,0.0,0.0,0,13.58340525,18.0,264961.7183987,509105.0,0.0,0.0,0.0,264962.0,0.517329536150378,13.58340525,6.468288214285714,509105.0,0.994010834957556,18.0,8.401431071785714
RUMIPAMBA,718.0,473.0,174279310,3110.7,0.0,0.0,0,0.002409291,2.0,95.516918,64331.0,0.0,0.0,0.0,96.0,5.4806802881e-05,0.002409291,0.00050936384778,64331.0,0.036912807956972,2.0,0.343099899154334
BARRIO NUEVO,719.0,621.0,83045801,4474.0,0.0,0.0,0,146.83779912400001,171.0,966599.147363,1383479.0,0.0,0.0,0.0,966599.0,1.1639350069235,146.83779912400001,23.645378280837363,1383479.0,1.665923446088524,171.0,27.479012572774558
PARAISO DE LOS  PINOS,720.0,150.0,25385377,1017.0999999999999,0.0,0.0,0,7.232519050000001,9.0,38509.2660639,55140.0,0.0,0.0,0.0,38509.0,0.151698620016199,7.232519050000001,4.821679366666666,55140.0,0.217211284772851,9.0,6.239302699493333
LA PAZ,721.0,414.0,316268695,3223.0,0.0,0.0,0,0.001910817,1.0,85.868136,58178.0,0.0,0.0,0.0,86.0,2.7150374752e-05,0.001910817,0.00046155,58178.0,0.018395009288857,1.0,0.311381398792271
LIFE,722.0,110.0,53278671,951.0,0.0,0.0,0,8.3079e-05,0.0,0.7594261,544.0,0.0,0.0,0.0,1.0,1.425384852e-06,8.3079e-05,7.5526363636e-05,544.0,0.001021010085042,0.0,0.051523586363636
LOS RETOÑOS,723.0,149.0,22618000,566.2,0.0,0.0,0,0.00055386,0.0,3.0046854,2040.0,0.0,0.0,0.0,3.0,1.3284487471e-05,0.00055386,0.000371718120805,2040.0,0.009018109663891,0.0,0.250624936912752
FERROVIARIA MEDIA,724.0,1196.0,194259430,12782.4,0.0,0.0,0,104.48106271500001,129.0,1274397.9705489,1824177.0,0.0,0.0,0.0,1274398.0,0.656028884652362,104.48106271500001,8.73587480894649,1824177.0,0.939041641290327,129.0,10.809792516580268
LOS ARUPOS,725.0,190.0,38520130,789.7,0.0,0.0,0,0.001052334,1.0,49.370346000000005,33317.0,0.0,0.0,0.0,49.0,0.000128167651264,0.001052334,0.00055386,33317.0,0.086492082638758,1.0,0.374095591578947
SAN CRISTOBAL,726.0,164.0,16203806,1296.0,0.0,0.0,0,39.8324344,49.0,348990.2283,534821.0,0.0,0.0,0.0,348990.0,2.153754707664907,39.8324344,24.288069756097556,534821.0,3.300586328605763,49.0,29.697857154432928
SAN JOSÉ  DEL  INCA,727.0,697.0,182343328,8398.0,0.0,0.0,0,0.006452469,4.0,164.1231381,110491.0,0.0,0.0,0.0,164.0,9.0007756434e-05,0.006452469,0.000925748780488,110491.0,0.060594846517634,4.0,0.623231042611191
HERMANO MIGUEL,728.0,368.0,64595904,3634.0,0.0,0.0,0,0.001800045,1.0,22.5744277,15196.0,0.0,0.0,0.0,23.0,3.4947150154e-05,0.001800045,0.000489142663043,15196.0,0.023524655074699,1.0,0.329265625
MARÍA AUXILIADORA,729.0,174.0,19202219,1001.0,0.0,0.0,0,14.495648,18.0,93796.708,238483.0,0.0,0.0,0.0,93797.0,0.488468060540207,14.495648,8.330832183908045,238483.0,1.241954039086938,18.0,10.425031272752873
TENIENTE HUGO ORTIZ,730.0,475.0,80300254,4910.0,0.0,0.0,0,80.6230018,101.0,1124682.023,1951287.0,0.0,0.0,0.0,1124682.0,1.400595846519217,80.6230018,16.973263536842104,1951287.0,2.429988037512018,101.0,21.16885415595158
DAMMER 2,731.0,266.0,58819811,2584.0,0.0,0.0,0,0.000996948,1.0,17.3895032,11725.0,0.0,0.0,0.0,17.0,2.9564024487e-05,0.000996948,0.000374792481203,11725.0,0.019934048675866,1.0,0.252460476315789
PROMOCIÓN FAMILIAR,732.0,247.0,34432511,2023.0,0.0,0.0,0,74.060714,84.0,643935.965,819978.0,0.0,0.0,0.0,643936.0,1.870139437748804,74.060714,29.98409473684211,819978.0,2.381406101443106,84.0,34.05826971854251
LOS DOS PUENTES,733.0,284.0,42630553,2223.0,0.0,0.0,0,0.003018537,2.0,44.8316085,30178.0,0.0,0.0,0.0,45.0,0.000105163094733,0.003018537,0.001062865140845,30178.0,0.07079046623343,2.0,0.715466021126761
23 DE MAYO,734.0,273.0,54295858,2728.0,0.0,0.0,0,17.314415,25.0,170811.385,832109.0,0.0,0.0,0.0,170811.0,0.314593766818881,17.314415,6.342276556776556,832109.0,1.532545601544538,25.0,9.313224482479852
VILLA FLORA,735.0,864.0,202252684,5602.0,0.0,0.0,0,0.005843223,4.0,115.6656319,78006.0,0.0,0.0,0.0,116.0,5.7188675744e-05,0.005843223,0.000676298958333,78006.0,0.038568484620154,4.0,0.455353962268518
SAN LUIS BAJO,736.0,12.0,11377108,1114.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUSTICIA SOCIAL,737.0,327.0,33946688,1091.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL ROSARIO,738.0,86.0,9923628,483.3,0.0,0.0,0,36.180914693,43.0,282693.286124,444499.0,0.0,0.0,0.0,282693.0,2.848688753754798,36.180914693,42.07083103837209,444499.0,4.479200876130952,43.0,50.14443995481395
VOZ DE LOS ANDES,739.0,242.0,141166764,2047.0,0.0,0.0,0,0.001523115,1.0,49.8856612,33588.0,0.0,0.0,0.0,50.0,3.533810632e-05,0.001523115,0.000629386363636,33588.0,0.023793054707039,1.0,0.423794660330578
LA PRADERA,740.0,494.0,427218030,3849.2,0.0,0.0,0,0.002326212,2.0,159.3427723,107452.0,0.0,0.0,0.0,159.0,3.7297763943e-05,0.002326212,0.000470893117409,107452.0,0.025151588219452,2.0,0.317163508906883
LA JOSEFINA,741.0,495.0,58695831,2622.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
