#vs30_ref=800,,,,,,,,,,,,,,,
ampcode,level,PGA,SA(0.1),SA(0.2),SA(0.3),SA(0.6),SA(1.0),SA(2.0),sigma_PGA,sigma_SA(0.1),sigma_SA(0.2),sigma_SA(0.3),sigma_SA(0.6),sigma_SA(1.0),sigma_SA(2.0)
zo_1,0.3171,0.6612,0.9517,1.2294,1.196,1.1183,1.4985,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,0.5124,0.5301,0.8217,1.0075,0.9861,0.895,1.3795,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,0.8281,0.4251,0.6929,0.8234,0.813,0.7163,1.27,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,1.3381,0.3408,0.5828,0.673,0.6703,0.5733,1.1691,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,2.1624,0.2733,0.4902,0.55,0.5526,0.4588,1.0763,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,3.4943,0.2191,0.4123,0.4496,0.4556,0.3672,0.9908,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,5.6467,0.1757,0.3468,0.3674,0.3756,0.2939,0.9122,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_1,9.1249,0.1408,0.2917,0.3003,0.3097,0.2352,0.8397,1.4213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.001,1.5922,1.7301,2.2187,2.0743,1.2575,1.1374,1.0868,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0016,1.5931,1.7249,2.1701,2.0398,1.2604,1.1376,1.0891,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0026,1.5938,1.7198,2.123,2.0047,1.2655,1.1434,1.0872,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0042,1.5937,1.7142,2.0771,1.9706,1.2706,1.1483,1.0869,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0068,1.5916,1.7077,2.0309,1.9425,1.2754,1.1475,1.0882,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.011,1.5897,1.6989,1.9776,1.9313,1.2856,1.1472,1.0905,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0178,1.5969,1.6888,1.9169,1.9146,1.2963,1.1494,1.0892,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0288,1.5985,1.6867,1.8639,1.8412,1.3065,1.1578,1.0909,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0465,1.6004,1.6867,1.8386,1.7433,1.317,1.195,1.1033,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.0751,1.6178,1.6897,1.8323,1.636,1.308,1.2042,1.1278,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.1214,1.6498,1.7013,1.8656,1.5806,1.2783,1.1819,1.1154,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.1962,1.6912,1.7332,1.9439,1.5877,1.2611,1.1679,1.1075,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.3171,1.7287,1.7797,2.0399,1.6317,1.2532,1.1537,1.0951,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.5124,1.7598,1.8261,2.1286,1.7129,1.2574,1.1516,1.098,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,0.8281,1.785,1.8787,2.2049,1.8722,1.2968,1.1667,1.117,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,1.3381,1.7654,1.9253,2.2398,2.124,1.4395,1.2248,1.1327,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,2.1624,1.7225,1.9133,2.1693,2.1798,1.6358,1.3523,1.2177,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,3.4943,1.6687,1.8681,2.0374,2.1012,1.7953,1.599,1.2177,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,5.6467,1.6158,1.8101,1.8897,1.9799,2.052,1.599,1.2177,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_2,9.1249,1.5646,1.7526,1.7486,1.8582,2.052,1.599,1.2177,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.001,1.2408,1.2118,1.7473,1.4964,1.1512,1.0815,1.0533,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0016,1.2454,1.2182,1.7306,1.4972,1.1524,1.0819,1.0557,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0026,1.2499,1.2248,1.7136,1.4977,1.1546,1.0867,1.0551,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0042,1.2547,1.2314,1.6965,1.4988,1.157,1.0909,1.0541,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0068,1.2615,1.2372,1.6813,1.5014,1.1599,1.0913,1.0536,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.011,1.2692,1.241,1.6721,1.506,1.1637,1.0905,1.0537,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0178,1.2728,1.2429,1.6683,1.5212,1.1651,1.0891,1.052,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0288,1.2693,1.2505,1.6502,1.5161,1.1661,1.0881,1.0511,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0465,1.2639,1.267,1.6062,1.4932,1.1663,1.0894,1.0504,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.0751,1.2595,1.2853,1.5532,1.4581,1.1722,1.0913,1.0492,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.1214,1.2747,1.3045,1.5037,1.4021,1.1762,1.1055,1.0509,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.1962,1.2968,1.3219,1.4949,1.356,1.1656,1.102,1.0609,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.3171,1.312,1.3222,1.5505,1.3568,1.154,1.0912,1.0545,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.5124,1.3149,1.3048,1.6087,1.38,1.15,1.0876,1.0571,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,0.8281,1.3202,1.2829,1.6593,1.4264,1.1575,1.0882,1.0615,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,1.3381,1.3116,1.2451,1.6905,1.5338,1.1847,1.0995,1.0634,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,2.1624,1.3,1.199,1.6544,1.6563,1.2376,1.1137,1.0736,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,3.4943,1.2865,1.1599,1.5775,1.741,1.2871,1.1375,1.0736,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,5.6467,1.2731,1.1245,1.4965,1.7871,1.3594,1.1375,1.0736,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_3,9.1249,1.2599,1.0907,1.4173,1.8465,1.3594,1.1375,1.0736,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.001,1.4732,1.5515,1.424,2.189,1.4708,1.2102,1.1116,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0016,1.472,1.5545,1.4334,2.1575,1.4791,1.2128,1.114,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0026,1.4712,1.5578,1.443,2.1268,1.4872,1.2167,1.1137,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0042,1.4712,1.5611,1.4528,2.0967,1.4948,1.2221,1.1139,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0068,1.4708,1.5637,1.4628,2.0658,1.5037,1.2249,1.1165,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.011,1.4683,1.5633,1.4736,2.0286,1.5168,1.2278,1.113,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0178,1.4605,1.5585,1.4855,1.9866,1.5288,1.2347,1.109,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0288,1.4591,1.5589,1.4985,1.9648,1.5393,1.2357,1.1098,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0465,1.4623,1.5757,1.5117,1.9588,1.5452,1.249,1.1139,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.0751,1.4654,1.5972,1.5229,1.9668,1.5295,1.2595,1.1244,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.1214,1.4605,1.6226,1.5193,1.994,1.5211,1.2567,1.1271,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.1962,1.4403,1.6498,1.4808,1.9565,1.5724,1.2646,1.1311,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.3171,1.4021,1.6667,1.4026,1.8204,1.7406,1.2902,1.1351,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.5124,1.3499,1.6662,1.3131,1.6458,1.9643,1.4613,1.2362,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,0.8281,1.3019,1.6439,1.2327,1.495,1.8409,1.8741,1.541,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,1.3381,1.2553,1.6007,1.1525,1.3352,1.6161,1.7106,1.6349,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,2.1624,1.2054,1.5494,1.0885,1.2084,1.3916,1.5229,1.6349,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,3.4943,1.1573,1.4941,1.0315,1.0822,1.1935,1.3486,1.6349,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,5.6467,1.111,1.4391,0.9778,0.968,1.0224,1.1943,1.6349,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_4,9.1249,1.0665,1.3858,0.927,0.8652,0.8758,1.0577,1.6349,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.001,1.4328,1.775,2.5824,2.0744,1.2771,1.1778,1.1186,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0016,1.4425,1.7768,2.5238,2.096,1.2977,1.1831,1.1253,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0026,1.4524,1.7784,2.4649,2.1167,1.3169,1.1908,1.126,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0042,1.4643,1.7795,2.4075,2.138,1.3311,1.2021,1.1262,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0068,1.4856,1.7806,2.3574,2.1652,1.3372,1.2098,1.1264,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.011,1.5108,1.7835,2.3275,2.2198,1.3621,1.2182,1.124,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0178,1.515,1.7924,2.3153,2.2908,1.4228,1.2298,1.1253,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0288,1.4933,1.8046,2.263,2.2837,1.5005,1.2471,1.1389,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0465,1.462,1.7967,2.136,2.2094,1.6067,1.3076,1.1698,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.0751,1.4164,1.7822,1.9839,2.0844,1.7684,1.5173,1.2584,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.1214,1.366,1.7598,1.8269,1.8866,1.8205,1.7976,1.6821,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.1962,1.3196,1.73,1.6775,1.6757,1.6929,1.7469,1.8205,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.3171,1.2782,1.6913,1.5591,1.5187,1.5729,1.6217,1.6854,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.5124,1.2376,1.6491,1.4899,1.4213,1.4523,1.4708,1.4489,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,0.8281,1.1984,1.5994,1.4576,1.3602,1.334,1.321,1.245,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,1.3381,1.1453,1.5337,1.4401,1.3076,1.2174,1.1488,1.1212,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,2.1624,1.0774,1.4521,1.4333,1.2683,1.108,1.0237,1.0083,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,3.4943,1.0081,1.3505,1.3897,1.2241,1.0092,0.9134,0.9068,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,5.6467,0.9423,1.251,1.3283,1.1798,0.9187,0.815,0.8155,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_5,9.1249,0.8807,1.1562,1.2645,1.1365,0.8364,0.7272,0.7334,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.001,1.4711,1.6573,2.0077,1.7939,2.3064,1.5334,1.2102,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0016,1.4698,1.6477,1.9819,1.7943,2.3083,1.537,1.212,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0026,1.4694,1.6381,1.9565,1.7947,2.3103,1.5421,1.2102,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0042,1.4714,1.6292,1.9316,1.7952,2.3133,1.5484,1.2083,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0068,1.475,1.6217,1.9076,1.7967,2.3197,1.552,1.2119,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.011,1.4744,1.6167,1.8818,1.8018,2.3242,1.555,1.2075,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0178,1.4527,1.6103,1.8532,1.8076,2.3192,1.5674,1.2048,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0288,1.4444,1.5915,1.8178,1.8022,2.3091,1.5756,1.2057,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0465,1.4463,1.575,1.7956,1.7909,2.2905,1.6064,1.2108,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.0751,1.4503,1.5598,1.7839,1.7744,2.2386,1.647,1.2213,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.1214,1.4534,1.5441,1.7897,1.7451,2.1739,1.6486,1.2418,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.1962,1.4579,1.5233,1.822,1.6929,2.1396,1.662,1.2542,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.3171,1.4446,1.4923,1.8948,1.6333,2.0977,1.7777,1.2678,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.5124,1.405,1.4452,1.942,1.6146,1.9969,2.0674,1.3885,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,0.8281,1.3683,1.3922,1.8743,1.6568,1.9001,2.1368,1.6293,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,1.3381,1.3314,1.3301,1.7161,1.7588,1.8938,2.0581,1.6691,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,2.1624,1.2889,1.2785,1.5553,1.7577,1.8527,1.8224,1.9681,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,3.4943,1.2455,1.2355,1.424,1.6902,1.7906,1.6039,1.9681,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,5.6467,1.2029,1.1989,1.3294,1.6187,1.7291,1.4116,1.9681,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_6,9.1249,1.1618,1.1634,1.2414,1.5444,1.6697,1.2423,1.9681,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.001,1.2058,1.3674,1.789,1.5495,2.0266,1.4403,1.1883,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0016,1.2082,1.3561,1.7818,1.5598,2.0475,1.4446,1.1917,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0026,1.2115,1.3447,1.7741,1.5703,2.0673,1.4497,1.1937,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0042,1.2175,1.3343,1.7666,1.5809,2.083,1.4571,1.1962,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0068,1.225,1.3258,1.7612,1.5902,2.092,1.4666,1.2051,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.011,1.2283,1.3204,1.7625,1.5953,2.118,1.4772,1.2014,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0178,1.2091,1.3136,1.7699,1.6005,2.1736,1.4986,1.1989,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0288,1.2056,1.2905,1.7632,1.6198,2.2401,1.5121,1.2025,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0465,1.2136,1.2705,1.7328,1.6497,2.3207,1.5512,1.2098,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.0751,1.2193,1.2524,1.6913,1.6862,2.4003,1.6279,1.2403,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.1214,1.2065,1.2348,1.6366,1.7208,2.3811,1.8494,1.3511,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.1962,1.1482,1.2072,1.5559,1.7123,2.1497,1.8532,1.6417,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.3171,1.042,1.161,1.4216,1.5888,1.8825,1.6763,1.5766,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.5124,0.9461,1.0918,1.2517,1.3693,1.6911,1.5164,1.4193,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,0.8281,0.8701,1.0221,1.1036,1.1874,1.4975,1.4623,1.2697,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,1.3381,0.8006,0.9588,0.994,1.0349,1.2851,1.3378,1.2417,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,2.1624,0.7258,0.9078,0.9213,0.9159,1.0786,1.1712,1.2093,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,3.4943,0.657,0.8534,0.8468,0.7943,0.903,1.0184,1.1778,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,5.6467,0.5937,0.801,0.7755,0.6884,0.7531,0.8855,1.1471,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_7,9.1249,0.5364,0.7504,0.708,0.5945,0.6282,0.77,1.1172,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.001,2.0179,2.3559,2.6484,2.5761,1.748,1.335,1.1825,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0016,2.0384,2.3604,2.6637,2.5811,1.7618,1.3364,1.1903,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0026,2.0589,2.3626,2.6795,2.5859,1.7748,1.3504,1.1927,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0042,2.079,2.3661,2.6949,2.5942,1.7864,1.3638,1.196,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0068,2.0994,2.3674,2.7082,2.5981,1.7988,1.371,1.2024,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.011,2.1216,2.3685,2.7189,2.6003,1.8182,1.3782,1.1993,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0178,2.1507,2.3752,2.7285,2.6081,1.8407,1.3868,1.1931,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0288,2.1697,2.3909,2.7591,2.619,1.8649,1.3852,1.1917,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0465,2.186,2.3913,2.7891,2.625,1.8893,1.3935,1.1933,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.0751,2.1959,2.3866,2.8136,2.6259,1.9325,1.4021,1.1906,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.1214,2.208,2.3747,2.8327,2.6263,1.9957,1.4147,1.1836,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.1962,2.2178,2.3608,2.8399,2.6277,2.1182,1.4397,1.1919,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.3171,2.2171,2.3384,2.7949,2.623,2.3212,1.4836,1.2153,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.5124,2.203,2.3112,2.7426,2.6141,2.5305,1.6254,1.2603,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,0.8281,2.2508,2.2909,2.7115,2.5934,2.7408,2.019,1.3682,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,1.3381,2.2943,2.3091,2.7412,2.6771,2.8373,2.7632,1.4432,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,2.1624,2.305,2.3531,2.8148,2.8311,2.8365,3.1009,1.9137,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,3.4943,2.306,2.3697,2.8181,2.8926,2.8124,3.6729,1.9137,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,5.6467,2.3041,2.3777,2.7957,2.926,2.7754,3.6729,1.9137,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_8,9.1249,2.3021,2.3827,2.7628,2.9527,2.7389,3.6729,1.9137,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.001,1.6709,1.5347,2.3793,2.1171,1.9904,1.441,1.1987,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0016,1.6747,1.5248,2.3732,2.1211,2.0102,1.4472,1.2038,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0026,1.679,1.5148,2.366,2.125,2.0293,1.4555,1.2042,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0042,1.6858,1.5056,2.3585,2.1289,2.0464,1.4674,1.2039,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0068,1.6982,1.4976,2.355,2.1336,2.0629,1.4762,1.2082,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.011,1.7099,1.4909,2.3668,2.1413,2.0913,1.4843,1.2058,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0178,1.6974,1.4807,2.3941,2.1509,2.1288,1.4984,1.2072,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0288,1.6818,1.4575,2.3935,2.1524,2.1678,1.51,1.2147,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.0465,1.6678,1.4432,2.3282,2.1463,2.2043,1.5532,1.2296,0.3,0.3,0.3,0.3,0.3,0.3,0.3
