#vs30_ref=800,,,,,,,,,,,,,,,,,
ampcode,level,PGA,SA(0.1),SA(0.2),SA(0.3),SA(0.5),SA(0.6),SA(1.0),SA(2.0),sigma_PGA,sigma_SA(0.1),sigma_SA(0.2),sigma_SA(0.3),sigma_SA(0.5),sigma_SA(0.6),sigma_SA(1.0),sigma_SA(2.0)
MS13,0.0248,1.3791,1.757,1.7061,1.6582,1.9993,2.1094,2.1767,1.6815,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.0393,1.3864,1.7541,1.7044,1.6508,1.9787,2.0901,2.2009,1.7142,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.0621,1.3949,1.7487,1.7027,1.6437,1.9494,2.0586,2.2318,1.7696,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.0983,1.3939,1.7407,1.7009,1.6343,1.904,2.0143,2.2786,1.846,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.1556,1.3831,1.7287,1.6977,1.6214,1.8447,1.9561,2.2835,1.9859,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.2461,1.3612,1.7059,1.6889,1.6111,1.7815,1.8981,2.2487,2.3056,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.3895,1.3546,1.6683,1.6795,1.6185,1.7225,1.8271,2.1508,2.5637,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.6162,1.3412,1.6009,1.6785,1.6447,1.675,1.7733,2.0561,2.4609,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,0.975,1.2911,1.5152,1.6901,1.6867,1.6452,1.7266,1.9621,2.3244,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,1.5426,1.2154,1.4471,1.6272,1.6067,1.5854,1.684,1.8589,2.1882,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,2.4408,1.1454,1.3581,1.4763,1.4695,1.5328,1.6469,1.7576,2.0599,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,3.8618,1.0762,1.2701,1.3318,1.3424,1.4773,1.6086,1.6606,1.9392,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS13,6.1102,1.0111,1.186,1.1985,1.2203,1.4229,1.5711,1.5689,1.8255,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.001,1.3435,1.6324,1.8292,1.8296,2.1104,2.1377,2.2172,1.7294,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0016,1.3519,1.6318,1.8259,1.8266,2.1,2.1335,2.2183,1.7304,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0025,1.36,1.6309,1.8224,1.8234,2.0894,2.1295,2.2191,1.7304,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.004,1.3684,1.6299,1.8187,1.8202,2.0797,2.126,2.222,1.7309,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0063,1.3776,1.6287,1.815,1.8171,2.0714,2.1223,2.2274,1.7328,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0099,1.3878,1.6279,1.8117,1.8145,2.0622,2.1162,2.2335,1.742,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0157,1.3936,1.6278,1.8091,1.8116,2.0416,2.103,2.2441,1.7614,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0248,1.3924,1.6285,1.8063,1.806,2.0136,2.089,2.2573,1.7884,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0393,1.3983,1.6243,1.7976,1.7994,1.982,2.0692,2.2797,1.8365,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0621,1.4048,1.618,1.7874,1.7939,1.9373,2.0334,2.3018,1.922,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.0983,1.3995,1.61,1.7755,1.7895,1.8711,1.9783,2.323,2.0501,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.1556,1.3767,1.598,1.7568,1.7849,1.7918,1.9033,2.2654,2.3301,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.2461,1.3354,1.5728,1.7165,1.7763,1.7256,1.8446,2.1568,2.4985,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.3895,1.3023,1.5324,1.6627,1.7303,1.7463,1.8162,2.0174,2.4291,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.6162,1.2392,1.4681,1.6016,1.6548,1.6955,1.7448,1.9248,2.1483,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,0.975,1.1657,1.3941,1.5461,1.5526,1.5505,1.5895,1.7729,1.881,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,1.5426,1.0768,1.3134,1.4533,1.433,1.3963,1.4328,1.5878,1.6441,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,2.4408,0.9955,1.2211,1.3242,1.3144,1.2591,1.2867,1.4192,1.437,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,3.8618,0.9184,1.1258,1.1924,1.2035,1.1339,1.1533,1.267,1.256,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS14,6.1102,0.8471,1.0366,1.0714,1.1015,1.0212,1.0337,1.1312,1.0978,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.001,1.3736,1.5524,1.5402,1.7558,1.3363,1.252,1.1248,1.073,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0016,1.3777,1.553,1.5361,1.759,1.3386,1.2528,1.1249,1.0743,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0025,1.381,1.5538,1.5324,1.7624,1.341,1.2539,1.1248,1.0748,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.004,1.3835,1.5547,1.5286,1.7658,1.3431,1.2553,1.1273,1.0766,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0063,1.3876,1.5557,1.5236,1.7691,1.3449,1.2567,1.1303,1.0765,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0099,1.3907,1.5565,1.5189,1.7719,1.3473,1.2597,1.1323,1.0748,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0157,1.3937,1.5568,1.5168,1.7747,1.3526,1.2633,1.1314,1.0713,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0248,1.3952,1.5569,1.5122,1.7808,1.3588,1.2666,1.1337,1.0718,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0393,1.399,1.5602,1.5031,1.789,1.3643,1.2697,1.1345,1.0698,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0621,1.4048,1.565,1.4917,1.7973,1.373,1.2761,1.1372,1.0723,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.0983,1.4054,1.5712,1.4789,1.8083,1.3888,1.2864,1.1382,1.0737,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.1556,1.4045,1.5788,1.4576,1.8207,1.4143,1.3039,1.1431,1.0751,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.2461,1.3985,1.591,1.4249,1.8205,1.4566,1.332,1.1542,1.0825,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.3895,1.3932,1.608,1.382,1.7918,1.5368,1.3873,1.1722,1.0931,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.6162,1.3816,1.6307,1.3321,1.7162,1.6844,1.5026,1.2124,1.1198,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,0.975,1.3744,1.6513,1.2827,1.6117,1.7684,1.6578,1.3445,1.1343,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,1.5426,1.3826,1.6587,1.2368,1.5014,1.7516,1.7792,1.6869,1.1343,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,2.4408,1.3943,1.6502,1.2263,1.424,1.7303,1.9093,1.709,1.1343,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,3.8618,1.3945,1.6399,1.2384,1.353,1.6999,1.9875,1.709,1.1343,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS15,6.1102,1.3945,1.6288,1.2523,1.2881,1.6687,1.9875,1.709,1.1343,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.001,1.4397,1.5804,2.1955,1.7277,2.1827,2.419,2.4526,1.788,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0016,1.4481,1.5803,2.1824,1.7272,2.1647,2.4031,2.4559,1.7885,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0025,1.4563,1.5801,2.1687,1.7266,2.1467,2.3878,2.4584,1.7881,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.004,1.4646,1.5796,2.1545,1.726,2.13,2.3738,2.4699,1.7882,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0063,1.474,1.579,2.1403,1.7255,2.115,2.3594,2.4886,1.7905,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0099,1.4846,1.5787,2.1276,1.7251,2.0981,2.3381,2.5102,1.8004,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0157,1.4901,1.5792,2.1169,1.7241,2.0655,2.2985,2.544,1.8199,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0248,1.4877,1.5804,2.1055,1.7223,2.0242,2.257,2.5937,1.8481,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0393,1.4921,1.5767,2.0747,1.7224,1.98,2.2036,2.6557,1.8952,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0621,1.496,1.5731,2.0353,1.7253,1.9239,2.128,2.6898,1.9809,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.0983,1.4883,1.5706,1.9868,1.7341,1.8534,2.0384,2.661,2.1367,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.1556,1.469,1.5699,1.9186,1.753,1.7875,1.95,2.5065,2.6601,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.2461,1.4443,1.5669,1.8182,1.7968,1.7535,1.8952,2.3382,2.828,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.3895,1.4495,1.5682,1.7221,1.8719,1.7877,1.891,2.2443,2.6887,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.6162,1.4496,1.5661,1.6486,1.9594,1.9255,1.99,2.2154,2.2617,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,0.975,1.3899,1.5454,1.6461,1.9982,1.9906,1.9794,2.0141,1.8759,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,1.5426,1.2779,1.5012,1.6346,1.8401,1.8104,1.8732,1.7542,1.5517,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,2.4408,1.1752,1.4094,1.5234,1.5961,1.636,1.7668,1.5138,1.2836,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,3.8618,1.0751,1.3013,1.3914,1.3787,1.4584,1.6502,1.3025,1.0618,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS16,6.1102,0.9834,1.1989,1.2652,1.1827,1.2965,1.5413,1.1207,0.8783,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.001,1.5255,1.6904,2.2777,1.7303,2.4176,2.8066,2.1224,1.6614,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0016,1.5329,1.6893,2.2663,1.7315,2.4003,2.7928,2.1235,1.6623,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0025,1.5401,1.6879,2.2544,1.7328,2.3718,2.7725,2.123,1.6619,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.004,1.5474,1.6863,2.2419,1.7341,2.3553,2.7445,2.133,1.663,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0063,1.5558,1.6845,2.2295,1.7354,2.3314,2.7233,2.1506,1.6661,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0099,1.5651,1.6831,2.2184,1.7366,2.3105,2.6876,2.1708,1.6741,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0157,1.5693,1.6826,2.2093,1.7371,2.2683,2.6357,2.2004,1.6879,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0248,1.5662,1.6829,2.1995,1.7381,2.2139,2.5753,2.2556,1.7123,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0393,1.5707,1.6774,2.1719,1.7425,2.1554,2.4951,2.3527,1.7483,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0621,1.575,1.6709,2.1363,1.7505,2.081,2.386,2.5258,1.8129,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.0983,1.5684,1.6642,2.0918,1.7655,1.9824,2.2525,2.7502,1.9223,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.1556,1.5517,1.6574,2.0263,1.7928,1.8826,2.1081,2.711,2.2636,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.2461,1.5289,1.6457,1.9231,1.8488,1.7937,1.9806,2.4902,2.8471,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.3895,1.534,1.6367,1.8085,1.9352,1.7482,1.9063,2.3407,2.8931,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.6162,1.5498,1.635,1.6979,2.0375,1.8451,1.9889,2.3261,2.5286,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,0.975,1.5503,1.6393,1.6454,2.1324,2.054,2.1487,2.2475,2.1754,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,1.5426,1.4795,1.6313,1.6243,2.0974,2.1133,2.218,2.0589,1.8651,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,2.4408,1.4156,1.5778,1.5825,1.9116,2.153,2.3013,1.8649,1.5991,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,3.8618,1.3461,1.5012,1.5121,1.7341,2.1586,2.343,1.6822,1.371,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
MS17,6.1102,1.2798,1.4254,1.442,1.559,2.1586,2.343,1.5174,1.1755,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
noaf,0.001,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0016,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0025,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.004,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0063,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0099,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0157,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0248,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0393,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0621,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.0983,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.1556,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.2461,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.3895,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.6162,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,0.975,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,1.5426,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,2.4408,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,3.8618,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
noaf,6.1102,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
