barrio,id_barrio,number,rc_usd,night,collapsed,fatalities,losses,str_lr,col_lr,occ_lr,hom_lr,inj_lr
José Manuel Marroquín I,1406.0,3638.0,220621223,24658.0,0.10234628616,0.058036954286,227934,0.103314415979635,0.002813256903793,0.235367646548787,0.0,0.0
Calipso,1315.0,1055.0,66054669,6226.0,0.02008939318,0.013876860184,60963,0.092292477705185,0.00190420788436,0.222885643816254,0.0,0.0
San Pedro Claver,1118.0,578.0,32419187,4106.0,0.02363744352,0.018601557004,41735,0.128735308397758,0.004089523100346,0.453033536385777,0.0,0.0
Alfonso Bonilla Aragón,1401.0,3597.0,196816770,24421.0,0.09269236289,0.052888136416,199587,0.101407665198917,0.002576935304142,0.216568266721264,0.0,0.0
Urbanización Boyaca,1105.0,464.0,45668438,3177.0,0.02036240335,0.01453158199,61013,0.133599274589506,0.004388448997845,0.457399496065471,0.0,0.0
Manuela Beltrán,1403.0,4464.0,188442208,14600.0,0.12445519357,0.0292393190937,188056,0.099794814247545,0.002787974766353,0.200269308860959,0.0,0.0
Urbanización Nueva Granada,1907.0,422.0,123547134,2490.0,0.032030264546,0.013852184027,164150,0.132864669802846,0.007590110081991,0.556312611526104,0.0,0.0
San Carlos,1101.0,1172.0,121813575,8503.0,0.049922176498,0.036849494141,151903,0.124701486875752,0.004259571373549,0.433370506186052,0.0,0.0
La Libertad,1003.0,354.0,34112250,1899.0,0.01647180066,0.009286227749,45998,0.134843674574897,0.004653051033898,0.489006200579252,0.0,0.0
Sector Asprosocial - Diamante,1399.0,181.0,13332281,1651.0,0.00421184765,0.003470999554,11561,0.086714153216262,0.002326987651934,0.21023619345851,0.0,0.0
Olímpico,1008.0,699.0,105707200,3495.0,0.03679728883,0.021191284312,176730,0.167188521359505,0.005264275941345,0.606331453848355,0.0,0.0
José María Córdoba,1117.0,171.0,34993539,1367.0,0.007447858,0.006468071074,48811,0.139485200276552,0.00435547251462,0.473158088807608,0.0,0.0
El Diamante,1308.0,1615.0,152234598,11164.0,0.04838514113,0.0358473338934,174474,0.114608874005867,0.002995983970898,0.321097580557148,0.0,0.0
Primavera,1122.0,838.0,63800908,6690.0,0.03751092434,0.034973526928,86158,0.135042583163356,0.004476243954654,0.522773197727952,0.0,0.0
Urbanización Tequendama,1904.0,958.0,484842235,3553.0,0.05849816843,0.020429636131,829250,0.171035115014507,0.006106280629436,0.574996795130875,0.0,0.0
El Poblado II,1304.0,2485.0,192153781,14832.0,0.07355709241,0.040675555909,232917,0.121213635141188,0.002960043960161,0.274241881802859,0.0,0.0
Los Robles,1311.0,1054.0,64659516,6251.0,0.02911957586,0.016575968437,65157,0.100770151329027,0.002762768108159,0.265173067301232,0.0,0.0
El Lido,1903.0,860.0,331388600,6066.0,0.069725805071,0.042102196324,648714,0.195756244806445,0.008107651752442,0.694068518364656,0.0,0.0
La Gran Colombia,1120.0,315.0,32628784,2406.0,0.01220927921,0.011080303864,42177,0.129262523219557,0.003875961653968,0.460528007647548,0.0,0.0
El Dorado,1001.0,451.0,77467716,4194.0,0.02205227968,0.017977678934,95184,0.122868898663662,0.004889640727273,0.428652335097759,0.0,0.0
El Poblado I,1303.0,2131.0,122973508,12496.0,0.05912847866,0.035360698112,129746,0.10550720735947,0.002774682245894,0.282976137259923,0.0,0.0
Los Cámbulos,1916.0,720.0,360788659,4309.0,0.041227297852,0.01737402068,500736,0.138789417872622,0.005726013590556,0.403203079136691,0.0,0.0
Los Lideres,2105.0,545.0,18470879,3558.0,0.01187037565,0.007150795115,16511,0.089387476898037,0.002178050577982,0.200977940275436,0.0,0.0
La Esperanza,1104.0,201.0,21276472,1310.0,0.00827193493,0.005681858524,27281,0.128219554667207,0.004115390512438,0.433729658320611,0.0,0.0
Antonio Nariño,1604.0,3168.0,223990260,18598.0,0.10704147781,0.0653441866806,258633,0.115466275009493,0.003378834526831,0.351350611251748,0.0,0.0
Departamental,1011.0,942.0,184937184,5988.0,0.04206677557,0.029871537888,272210,0.147190450024668,0.004465687427813,0.498856678156313,0.0,0.0
El Remanso,2104.0,873.0,24807745,5001.0,0.02488171713,0.011219133203,25618,0.103264517279571,0.002850139419244,0.2243377965007,0.0,0.0
Pasoancho,1012.0,278.0,48978484,2422.0,0.01378509812,0.013065988838,70608,0.144160280047445,0.004958668388489,0.539471050289017,0.0,0.0
Los Sauces,1113.0,1152.0,130072558,7657.0,0.06082707193,0.043696872449,184912,0.142160460393991,0.005280127771701,0.570678757333159,0.0,0.0
Maracaibo,1102.0,188.0,18541954,1084.0,0.00966910409,0.006022587353,26597,0.143442760483797,0.005143140473404,0.555589239206642,0.0,0.0
La Independencia,1103.0,1320.0,132112705,9058.0,0.07009183564,0.052750523529,189313,0.143296674028928,0.005309987548485,0.582363916195628,0.0,0.0
El Vergel,1302.0,2786.0,81929396,16658.0,0.07647460375,0.033856114701,79365,0.096870539976187,0.002744960651472,0.203242374240605,0.0,0.0
El Guabal,1002.0,2265.0,247954238,16631.0,0.10102372669,0.080639953476,340712,0.137409040583413,0.004460208683885,0.484877358402982,0.0,0.0
Calimio Desepaz,2103.0,3061.0,92717532,16956.0,0.0815060863,0.044000750358,100562,0.108460144890146,0.002662727419144,0.259499589278132,0.0,0.0
Mojica,1598.0,4109.0,131230345,12235.0,0.11657569724,0.0235438323339,126854,0.096665245452434,0.002837081947919,0.192430178454434,0.0,0.0
Unidad Residencial Santiago de Cali,1984.0,65.0,232496048,145.0,0.002551644078,0.00060305441,293715,0.126331333402476,0.003925606273846,0.415899593103448,0.0,0.0
El Cortijo,2001.0,187.0,16908348,756.0,0.01665367576,0.006724328029,40351,0.238644244603528,0.008905708962567,0.889461379497354,0.0,0.0
Pueblo Joven,2008.0,390.0,11688947,2415.0,0.03762032102,0.01174066658,22847,0.19545489735013,0.009646236158974,0.486155966045549,0.0,0.0
Las Orquídeas,1404.0,2075.0,94587029,12511.0,0.05105420424,0.02302788537,92029,0.097295709025161,0.002460443577831,0.184061109183918,0.0,0.0
Nueva Tequendama,1921.0,1250.0,384534436,5394.0,0.060384969221,0.020732743353,428686,0.11148171777608,0.00483079753768,0.384366765906563,0.0,0.0
Panamericano,1013.0,917.0,109855072,5935.0,0.04819263621,0.031138391754,176026,0.160234295036311,0.005255467416576,0.524656979848357,0.0,0.0
Belisario Caicedo,2002.0,526.0,57428593,3619.0,0.04497169436,0.033223595024,123658,0.215325188884539,0.008549751779468,0.918032468195634,0.0,0.0
Los Comuneros I,1502.0,2688.0,153728824,13076.0,0.08112327712,0.028604979087,158488,0.103095981982067,0.003017979059524,0.218759399564087,0.0,0.0
Urbanización Militar,1918.0,177.0,264191247,649.0,0.009535431526,0.002618733249,333437,0.126210489435751,0.005387249449718,0.403502811864407,0.0,0.0
Laureano Gómez,1503.0,1314.0,62022722,7462.0,0.03549202064,0.0179766969857,63537,0.102441367760946,0.002701067019787,0.240909903319485,0.0,0.0
San Judas Tadeo II,1018.0,670.0,67292542,3817.0,0.03053700476,0.018948927854,88225,0.1311073357685,0.004557761904478,0.496435102279277,0.0,0.0
Unidad Residencial El Coliseo,1985.0,143.0,48389804,3418.0,0.01078440047,0.021855613896,62440,0.129034635134318,0.00754153879021,0.639426971796372,0.0,0.0
Unión de Vivienda Popular,1603.0,2646.0,224309813,21192.0,0.1015621583,0.083454189448,271090,0.120855097365406,0.00383832797808,0.393800440958852,0.0,0.0
Venezuela - Urbanización Cañaveralejo,2098.0,542.0,41799115,3126.0,0.04492415697,0.021115840847,90998,0.217702680538845,0.008288589846863,0.67549075006398,0.0,0.0
U. D. A. Galindo Plaza de Toros,1999.0,17.0,75229825,0.0,0.00110838495,0.0,114476,0.152168422840909,0.006519911470588,0.0,0.0,0.0
Villa del Sur,1114.0,956.0,122426542,6413.0,0.0549932296,0.039635631533,168845,0.137915259680853,0.005752429874477,0.618051325947295,0.0,0.0
Santo Domingo,1006.0,365.0,38805000,2746.0,0.01805485284,0.014306822261,60362,0.155551566550221,0.004946535024658,0.521005908994902,0.0,0.0
El Retiro,1501.0,2263.0,62189624,8825.0,0.06105045147,0.012464414816,53454,0.085952931452564,0.002697766304463,0.141239827943343,0.0,0.0
La Selva,1010.0,685.0,90626304,5310.0,0.03029223855,0.026289136356,119539,0.131903182886103,0.004422224605839,0.495087313672316,0.0,0.0
Sector Cañaveralejo Guadalupe,1995.0,362.0,125642137,3606.0,0.02189000777,0.020012337538,168848,0.134388187932621,0.006046963472376,0.55497330942873,0.0,0.0
Jorge Zawadsky,1007.0,534.0,58250963,3058.0,0.02611205238,0.017156700166,92484,0.158768027179939,0.004889897449438,0.56104317089601,0.0,0.0
República de Israel,1602.0,2252.0,203361367,17502.0,0.084949782,0.063301140283,253534,0.124671548074204,0.003772192806394,0.361679466820935,0.0,0.0
Las Granjas,1016.0,499.0,67979071,4687.0,0.021056919354,0.021556366171,81569,0.119990961125151,0.004219823517836,0.459918202922978,0.0,0.0
San Judas Tadeo I,1017.0,1295.0,123365253,8874.0,0.05905299089,0.044634081068,170507,0.138213211007101,0.004560076516602,0.502975896641875,0.0,0.0
Villamercedes I - Villa Luz - Las Garzas,2194.0,621.0,28350236,3218.0,0.01555776891,0.0062028292407,26876,0.094798668057128,0.002505276797101,0.192754171556868,0.0,0.0
Potrero Grande,2196.0,1852.0,73218050,13331.0,0.02878279902,0.029913111794,67115,0.091664661170518,0.001554146815335,0.2243876062861,0.0,0.0
Camino Real - Joaquin Borrero Sinisterra,1922.0,700.0,160517011,3514.0,0.034523558422,0.016045201578,214551,0.133662318418967,0.004931936917429,0.456607899203187,0.0,0.0
Cuarto de Legua - Guadalupe,1919.0,509.0,337925242,2604.0,0.0407432367,0.014322067706,462259,0.136793352788764,0.008004565166994,0.550002600076805,0.0,0.0
Cañaveral,1992.0,108.0,53412282,864.0,0.0097141691,0.006816598678,87397,0.163626866961364,0.008994601018519,0.788958180324074,0.0,0.0
Camino Real - Los Fundadores,1923.0,239.0,114965549,2901.0,0.009332295946,0.010177176838,101442,0.088237157638142,0.003904726337238,0.35081616125474,0.0,0.0
El Vallado,1504.0,2835.0,129059785,11207.0,0.06782427048,0.0278331604456,125318,0.097100573644371,0.002392390493122,0.248355139159454,0.0,0.0
Pizamos III - Las Dalias,2195.0,438.0,7718414,1656.0,0.01136536659,0.0019545342,6652,0.086185324211726,0.002594832554795,0.118027427536232,0.0,0.0
Santa Anita - La Selva,1778.0,546.0,300793449,7193.0,0.026097984946,0.029133879844,399887,0.132944063185366,0.004779850722711,0.405031000194634,0.0,0.0
José Holguín Garcés,1115.0,220.0,26050482,1594.0,0.01140179434,0.008858870841,35136,0.13487670707105,0.005182633790909,0.555763540840652,0.0,0.0
Mariano Ramos,1601.0,3461.0,262336647,21715.0,0.12790450541,0.0797675972663,309197,0.117862656446492,0.003695593915342,0.367338693374626,0.0,0.0
Pizamos II,2102.0,1642.0,21969547,5612.0,0.04896587554,0.006400418724,19171,0.087261894025415,0.002982087426309,0.114048801211689,0.0,0.0
Primero de Mayo,1702.0,736.0,194988564,7433.0,0.022619199013,0.025979739905,212948,0.109210263429146,0.003073260735462,0.349518900914839,0.0,0.0
Ciudad Córdoba,1596.0,5577.0,307971858,29152.0,0.16474223887,0.078184018844,312123,0.1013478797554,0.002953958021696,0.268194356627333,0.0,0.0
El Limonar,1787.0,457.0,198929021,11459.0,0.012533614033,0.0266076228511,143212,0.071991502636175,0.002742585127571,0.232198471516712,0.0,0.0
Pampa Linda,1994.0,945.0,736558942,4422.0,0.0698700462,0.0352217529,1275812,0.173212471962086,0.00739365568254,0.796511824966079,0.0,0.0
Cañaverales - Los Samanes,1786.0,1099.0,156299793,11678.0,0.024668927778,0.028503420045,130532,0.083514087543108,0.002244670407461,0.244077924687446,0.0,0.0
Cañaveralejo - Seguros Patria,1988.0,617.0,207726298,3539.0,0.0311307904,0.016567727662,283276,0.136369974989946,0.00504550897893,0.468147150664029,0.0,0.0
Pizamos I,2101.0,785.0,24023615,3710.0,0.02324863236,0.005074855158,25937,0.107966115337492,0.002961609217834,0.136788548733154,0.0,0.0
La Cascada,1902.0,326.0,94567285,2776.0,0.025626171426,0.019444514624,148037,0.156541795799089,0.007860788780982,0.700450814985591,0.0,0.0
El Morichal,1599.0,8940.0,341110330,39279.0,0.20382590815,0.090052661012,323951,0.094969670632911,0.002279931858501,0.229264138628784,0.0,0.0
Brisas del Limonar,1605.0,302.0,17814968,1988.0,0.01060838259,0.007710966504,20480,0.114960648541216,0.003512709466887,0.387875578672032,0.0,0.0
Bosques del Limonar,1788.0,413.0,126511944,4887.0,0.008000604984,0.009452790248,86093,0.068051469378794,0.001937192490073,0.193427261059955,0.0,0.0
El Gran Limonar - Cataya,1789.0,936.0,222254125,2746.0,0.039989656573,0.012942478691,299730,0.134859150391412,0.004272399206517,0.471321146795339,0.0,0.0
El Refugio,1901.0,982.0,319360489,8846.0,0.038315281999,0.037680221689,334410,0.104712486461341,0.003901759877699,0.425957740097219,0.0,0.0
El Gran Limonar,1790.0,418.0,224428598,1684.0,0.017174120472,0.004251709753,227853,0.101525938564438,0.004108641261244,0.252476826187648,0.0,0.0
La Alborada,1698.0,45.0,32391000,2600.0,0.0008859452,0.008421432,28713,0.088645042143251,0.001968767111111,0.323901230769231,0.0,0.0
Ciudad 2000,1697.0,2069.0,266750732,10146.0,0.061218286177,0.0341842859103,274466,0.102892294781544,0.00295883451798,0.336923772031342,0.0,0.0
La Hacienda,1784.0,534.0,806754333,11698.0,0.009196918594,0.0219991399214,557664,0.069124417015282,0.001722269399625,0.188058983769875,0.0,0.0
Caldas,1802.0,462.0,64381576,2646.0,0.010612780826,0.006044774591,57984,0.090063398782511,0.002297138706926,0.228449531027967,0.0,0.0
Los Portales - Nuevo Rey,1785.0,314.0,162835553,2307.0,0.008590485495,0.004679076834,105455,0.064761800847701,0.002735823406051,0.202820842392718,0.0,0.0
Los Chorros,1803.0,336.0,67931930,2302.0,0.006917255251,0.0040085825296,41895,0.061672145905547,0.00205870691994,0.174134775395308,0.0,0.0
Sector Alto de los Chorros,1890.0,2144.0,85574290,14497.0,0.14646017222,0.073056287463,130766,0.152810153293481,0.006831164749067,0.503940728861144,0.0,0.0
Buenos Aires,1801.0,450.0,109924027,3211.0,0.01136532921,0.007751568013,95197,0.086602793948025,0.002525628713333,0.241406664995329,0.0,0.0
El Caney,1600.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Lourdes,1811.0,597.0,53618272,3712.0,0.034872027249,0.019527577609,84961,0.158456221071899,0.005841210594472,0.526066207139009,0.0,0.0
Prados del Limonar,1794.0,374.0,142710108,2796.0,0.006443357532,0.005633752659,101253,0.070949803579673,0.001722822869519,0.201493299678112,0.0,0.0
Ciudad Capri,1783.0,1061.0,267034254,6228.0,0.025200224798,0.014682099485,218204,0.081713986662314,0.002375139000754,0.235743408558125,0.0,0.0
Los Farallones,1805.0,242.0,16317132,1210.0,0.01674543115,0.00730149361,26647,0.163305271095416,0.00691959964876,0.603429223966942,0.0,0.0
Las Quintas de Don Simón,1782.0,308.0,242488317,4791.0,0.006537841458,0.007772935683,152169,0.062752972643863,0.002122675798052,0.162240360738885,0.0,0.0
Alférez Real,1813.0,389.0,168021452,5164.0,0.01569394544,0.016793969374,157883,0.093965827852045,0.004034433275064,0.325212420100697,0.0,0.0
Caney,1774.0,3118.0,557053387,21828.0,0.092939380652,0.062903422055,473442,0.084990474500336,0.002980737031815,0.288177671133407,0.0,0.0
Prados del Sur,1808.0,975.0,59457173,7110.0,0.07537245973,0.053005343314,115634,0.194482442855071,0.007730508690256,0.745504125372714,0.0,0.0
Alto Nápoles,1898.0,1481.0,111416054,11519.0,0.12171193324,0.068886495677,198906,0.178525620444964,0.008218226417286,0.598024964641028,0.0,0.0
Colinas del Sur,1812.0,140.0,9757895,913.0,0.00928734099,0.006548476557,17194,0.17620485774455,0.006633814992857,0.717248253778751,0.0,0.0
Mario Correa Rengifo,1810.0,561.0,57145607,3776.0,0.05181749437,0.02993352039,108994,0.190729617491769,0.009236630012478,0.79273094253178,0.0,0.0
Francisco Eladio Ramírez,1807.0,710.0,63829792,4442.0,0.02989137456,0.0185878362,77165,0.120892152792738,0.00421005275493,0.418456465556056,0.0,0.0
Ciudadela Comfandi,1703.0,1565.0,85653441,5214.0,0.054792434635,0.013918275828,88293,0.103081449845799,0.003501114034185,0.266940464672037,0.0,0.0
Ciudadela Pasoancho,1793.0,69.0,148191228,948.0,0.00138140091,0.001867275173,110634,0.074656480782158,0.002002030304348,0.196969954957806,0.0,0.0
El Ingenio,1780.0,1446.0,668564431,9211.0,0.033170270655,0.0255846965146,555071,0.083024273692778,0.002293932963693,0.277762420091195,0.0,0.0
Nápoles,1814.0,369.0,37602841,2515.0,0.01558691032,0.009394818088,41727,0.110967517996483,0.004224094937669,0.373551415029821,0.0,0.0
Mayapan - Las Vegas,1781.0,545.0,324796020,5711.0,0.028324291609,0.021591236443,342093,0.105325460172488,0.005197117726422,0.378064024566626,0.0,0.0
Cuarteles de Nápoles,1816.0,245.0,267701974,2415.0,0.00999693736,0.00934485501,332248,0.124111026372449,0.004080382595918,0.386950518012422,0.0,0.0
Unicentro Cali,1791.0,74.0,632625053,3172.0,0.003264160314,0.01291582417,382976,0.060537650369586,0.004411027451351,0.407182350882724,0.0,0.0
Meléndez,1804.0,543.0,105023555,3254.0,0.033336599841,0.012556645498,151927,0.144659636866183,0.006139336987293,0.385883389612784,0.0,0.0
Sector Alto Jordán,1897.0,2903.0,158856350,19046.0,0.23092236558,0.115635032818,294051,0.185105148802977,0.007954611284189,0.607135528814449,0.0,0.0
Ciudad Universitaria,1705.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Urbanización San Joaquin,1796.0,373.0,822376013,2670.0,0.007058847817,0.005190995559,503801,0.061261585646561,0.001892452497855,0.194419309325843,0.0,0.0
Lili,1775.0,2128.0,1012388509,35983.0,0.052448756739,0.069103254896,701517,0.069293246468599,0.002464697215179,0.192044173348526,0.0,0.0
El Jordán,1815.0,1130.0,82462596,7453.0,0.0944443122,0.053558963744,153447,0.186081044988217,0.008357903734513,0.718622886676506,0.0,0.0
Horizontes,1809.0,196.0,50028921,2243.0,0.015836802,0.01782914426,82292,0.164489489238368,0.008080001020408,0.794879369594293,0.0,0.0
Polvorines,1891.0,343.0,102445674,7997.0,0.01945432507,0.03717512267,111757,0.109088708991341,0.005671814889213,0.464863357133925,0.0,0.0
Sector Meléndez,1896.0,528.0,90983139,3040.0,0.044183377616,0.017175681667,172831,0.189959656623421,0.008368063942424,0.564989528519737,0.0,0.0
La Playa,1701.0,166.0,620088144,272.0,0.003771470032,0.0006743555921,423205,0.068249191880782,0.002271969898795,0.247924850036765,0.0,0.0
Club Campestre,2299.0,45.0,90776158,449.0,0.003413640798,0.00041165776,97800,0.107737782655238,0.00758586844,0.091683242761693,0.0,0.0
Ciudad Campestre,2298.0,385.0,311019413,2163.0,0.008503256074,0.0054027830886,193407,0.062184943474017,0.002208637941299,0.249781927350902,0.0,0.0
Urbanización Ciudad Jardín,2201.0,1721.0,785266861,5552.0,0.094517889981,0.0300222203334,1056479,0.134537551095244,0.005492033119175,0.54074604346902,0.0,0.0
Urbanización Rio Lili,2297.0,378.0,204089857,3687.0,0.008903971583,0.0084729803808,119473,0.058539600600374,0.002355548037831,0.229806899397884,0.0,0.0
Parcelaciones Pance,2296.0,3580.0,2078985279,11770.0,0.280560165312,0.0859989410086,3659169,0.176007436552748,0.007836876126034,0.730662200582838,0.0,0.0
Villa del Prado - El Guabito,599.0,3804.0,276402815,17477.0,0.15735648166,0.082562464755,357807,0.129451352522181,0.004136605721872,0.472406389855238,0.0,0.0
Puerto Mallarino,705.0,597.0,48399082,2843.0,0.02013761205,0.0091806967385,54512,0.112630402175114,0.003373134346734,0.322922853974675,0.0,0.0
La Sultana,2099.0,454.0,21794737,3465.0,0.03685931122,0.018113015793,39398,0.180766705964999,0.008118791017621,0.522742158528139,0.0,0.0
Lleras Camargo,2004.0,1869.0,47615589,10708.0,0.07919083539,0.025692293596,48460,0.101773269213981,0.004237069844302,0.239935502390736,0.0,0.0
Brisas de Mayo,2006.0,366.0,75848083,7200.0,0.02722786486,0.0548665625,150222,0.198056368458105,0.007439307338798,0.762035590277778,0.0,0.0
Tierra Blanca,2007.0,342.0,7917105,1041.0,0.0095912112,0.0017421571419,5917,0.074741885100154,0.002804447719298,0.167354192305475,0.0,0.0
Siloé,2003.0,3253.0,133682530,17335.0,0.21579170721,0.08777591449,238570,0.178460228721631,0.006633621494313,0.506350819094318,0.0,0.0
Villamercedes I - Villa Luz - Las Garzas,2194.0,621.0,28350236,3218.0,0.01555776891,0.0062028292407,26876,0.094798668057128,0.002505276797101,0.192754171556868,0.0,0.0
