#,,,,,,,,,,"generated_by='OpenQuake engine 3.14.0-gitac4adff13b', start_date='2022-04-14T11:28:22', checksum=3625500031, investigation_time=1.0, risk_investigation_time=1.0"
event_id,slight,moderate,extensive,complete,collapsed,fatalities,losses,loss_type,rup_id,year
50,2.70049E+04,2.85044E+03,6.98027E+02,5.20427E+02,5.30879E+01,2.38568E+01,4.58317E+08,structural,45,1
51,4.52368E+04,4.96999E+03,1.19390E+03,8.48023E+02,8.68373E+01,4.48060E+01,7.39663E+08,structural,46,1
52,8.96451E+04,2.17934E+04,8.04715E+03,9.98951E+03,1.02072E+03,5.95259E+02,3.87401E+09,structural,47,1
53,6.05318E+04,9.56530E+03,2.78188E+03,2.40632E+03,2.40544E+02,1.22296E+02,1.31693E+09,structural,48,1
54,2.12335E+04,2.08471E+03,4.93076E+02,3.95363E+02,4.05909E+01,1.84380E+01,3.89050E+08,structural,49,1
55,6.91725E+04,1.30815E+04,4.17842E+03,4.28402E+03,4.44497E+02,1.98678E+02,2.01775E+09,structural,50,1
56,5.20019E+04,8.92440E+03,2.88787E+03,3.05261E+03,3.13699E+02,2.22457E+02,1.95223E+09,structural,51,1
57,3.57175E+04,4.69608E+03,1.37329E+03,1.51461E+03,1.51968E+02,7.16348E+01,6.33988E+08,structural,52,1
58,1.04865E+05,3.55035E+04,1.59377E+04,3.00622E+04,3.10735E+03,1.61118E+03,7.90472E+09,structural,53,1
59,9.47851E+04,2.56397E+04,1.01737E+04,1.48850E+04,1.52898E+03,7.79549E+02,3.98658E+09,structural,54,1
60,3.84432E+04,4.72952E+03,1.25705E+03,1.00874E+03,1.00103E+02,5.19087E+01,8.02132E+08,structural,55,1
61,4.91739E+04,7.08506E+03,2.04044E+03,1.75123E+03,1.78969E+02,9.99173E+01,1.23818E+09,structural,56,1
62,4.88364E+04,6.45541E+03,1.73325E+03,1.43512E+03,1.44618E+02,8.20917E+01,1.18951E+09,structural,56,1
63,1.03621E+05,3.15046E+04,1.30686E+04,2.01456E+04,2.06532E+03,1.09221E+03,5.92162E+09,structural,57,1
64,1.88940E+03,5.72411E+01,6.56314E+00,1.97864E+00,1.99697E-01,1.08802E-01,1.69990E+07,structural,58,1
65,6.03707E+04,1.10696E+04,3.67904E+03,3.98775E+03,4.06940E+02,2.12946E+02,1.80793E+09,structural,59,1
66,1.79192E+04,1.47925E+03,3.25944E+02,2.14497E+02,2.29525E+01,1.12215E+01,2.34277E+08,structural,60,1
67,1.11471E+05,3.26027E+04,1.34850E+04,2.21854E+04,2.29247E+03,1.23283E+03,7.04452E+09,structural,61,1
68,1.02612E+05,2.99442E+04,1.25648E+04,2.09748E+04,2.18527E+03,1.19691E+03,7.67135E+09,structural,62,1
69,4.92056E+02,1.75786E+01,2.17513E+00,6.97770E-01,7.43735E-02,2.38138E-02,7.04676E+06,structural,63,1
70,6.15107E+04,1.04655E+04,3.30630E+03,3.57368E+03,3.65471E+02,3.39534E+02,2.92438E+09,structural,64,1
71,1.10917E+05,4.34138E+04,2.01434E+04,3.60975E+04,3.72439E+03,1.95136E+03,8.78287E+09,structural,65,1
72,8.65144E+04,2.02225E+04,7.50918E+03,9.68958E+03,9.88640E+02,4.99933E+02,3.46352E+09,structural,66,1
73,2.33051E+03,9.01301E+01,1.18198E+01,4.02297E+00,4.24216E-01,2.26463E-01,2.28050E+07,structural,67,1
74,2.71499E+04,3.41451E+03,9.38566E+02,7.87856E+02,8.23337E+01,4.08696E+01,4.96722E+08,structural,68,1
75,9.25831E+04,2.24909E+04,8.31953E+03,1.12050E+04,1.15272E+03,6.41397E+02,5.19088E+09,structural,69,1
76,7.86066E+04,1.53258E+04,5.09845E+03,5.40540E+03,5.59684E+02,2.78412E+02,2.83951E+09,structural,70,1
77,6.30463E+04,9.94723E+03,3.01311E+03,2.94575E+03,3.04254E+02,1.60395E+02,1.86847E+09,structural,71,1
78,3.19692E+04,4.18549E+03,1.15779E+03,9.95595E+02,1.00096E+02,6.31930E+01,8.13880E+08,structural,72,1
79,1.17945E+04,9.79588E+02,2.30882E+02,1.88473E+02,1.93153E+01,8.81987E+00,1.70145E+08,structural,73,1
80,2.21048E+04,2.23726E+03,5.21533E+02,3.41073E+02,3.50682E+01,1.84093E+01,3.05670E+08,structural,74,1
81,3.34918E+04,4.41729E+03,1.17144E+03,8.66232E+02,9.02533E+01,4.26821E+01,5.57856E+08,structural,74,1
86,1.95657E+01,2.19957E-01,1.47287E-02,2.71476E-03,2.88073E-04,1.08597E-04,1.94970E+05,structural,79,1
92,6.28069E-04,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.43626E+01,structural,85,1
93,4.92442E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,2.48729E-01,structural,86,1
95,4.72040E+01,4.59658E-01,2.84204E-02,4.92532E-03,5.50879E-04,3.88529E-04,3.23384E+05,structural,88,1
96,1.20457E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,7.04724E-03,structural,89,1
99,2.33974E+00,2.58501E-02,1.61815E-03,2.78052E-04,2.42112E-05,1.20243E-05,1.05533E+04,structural,91,1
101,3.05932E+01,3.65912E-01,2.42754E-02,4.49725E-03,4.21612E-04,3.27297E-04,1.12506E+05,structural,93,1
102,6.56515E+00,2.57899E-02,7.70547E-04,6.40678E-05,6.42338E-06,1.97770E-05,1.70525E+05,structural,94,1
104,2.19734E+02,4.90708E+00,4.55340E-01,1.11563E-01,1.24592E-02,5.51391E-03,2.46384E+06,structural,96,1
105,6.56111E+02,2.50494E+01,3.13610E+00,1.00838E+00,1.11575E-01,5.03453E-02,7.46382E+06,structural,96,1
106,3.46958E+01,4.48464E-01,3.13957E-02,6.07331E-03,5.79898E-04,3.48537E-04,2.00630E+05,structural,97,1
107,5.33096E+02,1.61757E+01,1.92000E+00,6.11558E-01,6.12471E-02,2.76265E-02,5.62757E+06,structural,98,1
108,4.03461E+03,2.36514E+02,4.98129E+01,3.28592E+01,3.45050E+00,1.20574E+00,5.82938E+07,structural,98,1
109,8.55386E+02,2.22821E+01,2.29975E+00,6.24636E-01,6.42243E-02,3.83184E-02,6.33983E+06,structural,99,1
110,3.60996E+02,7.11782E+00,6.27227E-01,1.47703E-01,1.51093E-02,9.43864E-03,2.43210E+06,structural,99,1
111,4.33254E+02,9.41720E+00,8.82750E-01,2.20517E-01,2.30977E-02,7.77214E-03,4.51481E+06,structural,100,1
112,8.01635E+01,1.80143E+00,1.68292E-01,4.13283E-02,4.16831E-03,3.22637E-03,7.61131E+05,structural,101,1
113,2.75428E+03,1.24214E+02,1.86399E+01,7.62167E+00,7.95591E-01,3.39892E-01,2.83660E+07,structural,102,1
114,1.54076E+03,7.46776E+01,1.12755E+01,4.42186E+00,4.64062E-01,1.96687E-01,2.13881E+07,structural,103,1
115,4.16316E+02,7.41700E+00,6.30381E-01,1.45084E-01,1.44902E-02,8.31104E-03,3.11916E+06,structural,104,1
116,1.85516E+02,2.43195E+00,1.98108E-01,4.72905E-02,5.09353E-03,1.02135E-03,2.12108E+06,structural,105,1
117,1.55667E+03,5.57922E+01,7.13030E+00,2.40389E+00,2.61207E-01,8.96118E-02,2.44680E+07,structural,106,1
118,7.80893E+02,1.60768E+01,1.49438E+00,3.75698E-01,3.83584E-02,1.73598E-02,7.18212E+06,structural,107,1
119,7.83775E+03,5.44642E+02,1.01894E+02,5.03905E+01,5.04191E+00,2.62282E+00,7.72411E+07,structural,108,1
120,2.56059E+03,9.26594E+01,1.18613E+01,4.06577E+00,4.19924E-01,2.31798E-01,2.48644E+07,structural,109,1
121,4.39077E+04,5.35509E+03,1.30317E+03,8.60783E+02,8.86331E+01,4.25326E+01,6.59076E+08,structural,110,1
122,1.06378E+04,7.00628E+02,1.28010E+02,6.25941E+01,6.56962E+00,3.71407E+00,1.02801E+08,structural,110,1
123,4.11540E+04,5.56736E+03,1.59493E+03,1.58189E+03,1.62964E+02,7.83100E+01,7.62480E+08,structural,111,1
124,4.11198E+03,1.49905E+02,1.93516E+01,6.52164E+00,6.78765E-01,5.11191E-01,4.61070E+07,structural,112,1
125,5.81387E+04,1.13595E+04,3.82473E+03,4.24592E+03,4.30770E+02,2.06594E+02,1.52281E+09,structural,113,1
126,8.21084E+03,6.07972E+02,1.40165E+02,1.04378E+02,1.10746E+01,5.79195E+00,1.14799E+08,structural,114,1
127,5.25548E+03,3.25099E+02,6.01448E+01,2.84165E+01,2.93439E+00,8.33676E+00,1.24870E+08,structural,115,1
128,1.70396E+04,1.65943E+03,4.60504E+02,4.50179E+02,4.84835E+01,1.43798E+01,3.13870E+08,structural,116,1
129,2.36483E+04,1.83973E+03,3.76861E+02,2.22005E+02,2.26426E+01,1.04446E+01,2.86184E+08,structural,117,1
130,1.40608E+02,1.66234E+00,1.17759E-01,2.38812E-02,2.38521E-03,1.25818E-03,1.70824E+06,structural,118,1
131,2.14114E+04,1.93459E+03,4.16315E+02,2.47891E+02,2.51771E+01,1.26718E+01,2.55496E+08,structural,118,1
132,4.19944E+03,1.75596E+02,2.39699E+01,8.55766E+00,8.65447E-01,5.09091E-01,5.01532E+07,structural,118,1
133,1.79854E+03,4.78105E+01,4.92280E+00,1.33363E+00,1.31163E-01,7.28953E-02,1.09917E+07,structural,119,1
134,2.53445E+03,1.44368E+02,2.34604E+01,9.84672E+00,1.02048E+00,5.46775E-01,1.97080E+07,structural,120,1
135,1.60472E+03,6.46909E+01,9.55463E+00,3.87317E+00,4.13110E-01,1.65602E-01,1.39590E+07,structural,121,1
136,1.20954E+00,2.76850E-03,6.45644E-05,3.89910E-06,4.23933E-07,4.98256E-07,6.27983E+04,structural,122,1
137,9.18219E+01,9.71202E-01,6.31970E-02,1.15468E-02,1.24568E-03,6.22907E-04,1.12868E+06,structural,122,1
138,7.44473E+03,3.40336E+02,5.04839E+01,2.05438E+01,2.11721E+00,1.16721E+00,6.85904E+07,structural,123,1
139,3.33089E+02,1.44623E+01,2.64995E+00,1.16960E+00,1.27465E-01,1.96005E-01,7.22838E+06,structural,124,1
140,1.17223E+01,1.89131E-01,1.54115E-02,3.35437E-03,3.40973E-04,1.39086E-04,3.35691E+05,structural,125,1
148,2.87789E-04,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.71126E-01,structural,131,1
149,3.32912E+01,5.68532E-01,4.64170E-02,1.01199E-02,1.08684E-03,3.62345E-04,5.63633E+05,structural,132,1
150,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,structural,133,1
151,1.59803E-02,1.02016E-04,2.40782E-06,0.00000E+00,0.00000E+00,0.00000E+00,5.08657E+01,structural,134,1
152,2.05071E-04,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,3.62358E+00,structural,135,1
153,1.00650E+02,1.94528E+00,1.69755E-01,3.96149E-02,3.97141E-03,2.05902E-03,1.16875E+06,structural,136,1
154,2.09104E+00,6.94751E-03,2.43817E-04,2.45086E-05,2.67138E-06,1.63841E-06,5.82048E+04,structural,137,1
155,1.64287E+02,5.00425E+00,5.91778E-01,1.84750E-01,1.70498E-02,1.02693E-02,1.30739E+06,structural,138,1
156,5.13779E+01,1.09383E+00,1.02030E-01,2.49075E-02,2.59481E-03,1.01785E-03,9.18805E+05,structural,139,1
157,2.14270E+01,2.16373E-01,1.36026E-02,2.40800E-03,2.67386E-04,2.23184E-04,1.30731E+05,structural,140,1
158,2.22684E+02,3.57781E+00,2.86383E-01,6.25186E-02,6.20039E-03,3.60573E-03,1.83734E+06,structural,141,1
159,5.70555E+03,3.16456E+02,4.94496E+01,2.01263E+01,2.06997E+00,1.01275E+00,4.86918E+07,structural,142,1
160,2.65437E+02,6.32333E+00,6.11263E-01,1.55472E-01,1.65754E-02,1.04969E-02,3.28146E+06,structural,143,1
161,1.84053E+03,7.11539E+01,1.00659E+01,3.83004E+00,3.87266E-01,1.83221E-01,1.98371E+07,structural,144,1
162,8.29302E+03,5.03215E+02,8.57827E+01,3.85323E+01,3.88955E+00,2.01303E+00,7.92392E+07,structural,145,1
163,1.41392E+04,1.29085E+03,2.75875E+02,1.58607E+02,1.62552E+01,8.09491E+00,1.79568E+08,structural,146,1
164,1.27746E+03,2.90610E+01,2.82414E+00,7.33767E-01,7.92912E-02,3.42070E-02,1.48993E+07,structural,147,1
165,8.03463E+03,4.04944E+02,6.37054E+01,2.69388E+01,2.81999E+00,1.80252E+00,7.62581E+07,structural,148,1
166,2.05121E+03,9.59988E+01,1.56390E+01,6.86262E+00,7.09121E-01,5.09321E-01,3.85903E+07,structural,149,1
167,2.76345E+04,2.87158E+03,6.89741E+02,4.79279E+02,4.97773E+01,2.14540E+01,4.50751E+08,structural,150,1
168,2.03973E+03,7.01860E+01,9.53888E+00,3.51270E+00,3.51885E-01,1.98400E-01,2.40752E+07,structural,151,1
169,2.92781E+04,3.31454E+03,8.23805E+02,5.80956E+02,6.00777E+01,2.93291E+01,4.19590E+08,structural,152,1
170,1.07560E+04,7.59306E+02,1.42623E+02,7.23628E+01,7.72824E+00,4.51136E+00,1.91207E+08,structural,153,1
171,1.06347E+04,7.59850E+02,1.44847E+02,7.34819E+01,7.62917E+00,3.35120E+00,1.23292E+08,structural,153,1
172,4.66121E+04,6.01647E+03,1.55377E+03,1.16932E+03,1.19854E+02,6.33545E+01,8.31056E+08,structural,154,1
173,1.26610E+04,9.55326E+02,2.12090E+02,1.92513E+02,2.04719E+01,3.47426E+01,3.90668E+08,structural,155,1
174,2.87520E+04,2.96275E+03,7.15924E+02,5.34620E+02,5.64007E+01,2.51577E+01,5.19888E+08,structural,156,1
175,1.98828E+04,1.87505E+03,4.29827E+02,2.84083E+02,3.01957E+01,1.33181E+01,3.26293E+08,structural,157,1
176,4.22933E+04,6.71066E+03,1.99301E+03,1.72977E+03,1.78054E+02,9.43994E+01,8.41023E+08,structural,158,1
177,1.64107E+04,1.28392E+03,2.70093E+02,1.64995E+02,1.67008E+01,7.17566E+00,1.99713E+08,structural,159,1
178,4.51677E+03,1.66215E+02,2.22067E+01,7.85113E+00,7.90542E-01,4.22261E-01,4.20224E+07,structural,159,1
179,1.50599E+04,1.33105E+03,2.98429E+02,1.85258E+02,1.86265E+01,8.07424E+00,1.87977E+08,structural,159,1
180,7.77812E+03,4.48145E+02,7.52319E+01,3.33183E+01,3.46952E+00,1.78675E+00,9.25764E+07,structural,160,1
181,1.08232E+03,5.17128E+01,8.51999E+00,3.70193E+00,3.87543E-01,1.99387E-01,1.79221E+07,structural,161,1
182,3.60715E+03,1.54223E+02,2.20482E+01,8.23897E+00,8.33943E-01,4.30393E-01,3.69769E+07,structural,162,1
183,2.16059E+03,1.16621E+02,1.94437E+01,8.65734E+00,9.30343E-01,2.31036E-01,1.90189E+07,structural,163,1
184,5.94896E+03,5.34209E+02,1.26462E+02,8.67030E+01,9.24874E+00,2.46311E+00,6.92869E+07,structural,163,1
185,2.14271E+03,6.32287E+01,8.47484E+00,3.42484E+00,3.51561E-01,1.99908E-01,1.51961E+07,structural,164,1
186,5.24738E+03,2.09390E+02,2.85715E+01,1.03671E+01,1.08175E+00,5.25586E-01,3.95562E+07,structural,165,1
187,9.00660E+03,5.24026E+02,8.81180E+01,3.95200E+01,4.11057E+00,1.98168E+00,7.59919E+07,structural,165,1
188,1.69734E+03,6.88653E+01,9.35880E+00,3.31604E+00,3.62006E-01,2.26929E-01,1.92172E+07,structural,166,1
189,3.66706E+00,3.26551E-02,1.94400E-03,3.22645E-04,3.56155E-05,1.35211E-05,4.76743E+04,structural,167,1
190,1.64543E+02,3.03481E+00,2.64106E-01,6.18431E-02,6.82942E-03,2.59797E-03,1.71366E+06,structural,167,1
191,1.15347E+03,4.39213E+01,6.07254E+00,2.28057E+00,2.36075E-01,1.22182E-01,1.31593E+07,structural,168,1
192,1.27366E+02,1.54099E+00,1.07655E-01,2.08693E-02,2.09750E-03,1.14541E-03,1.14449E+06,structural,169,1
193,7.80007E+01,9.23796E-01,6.24236E-02,1.16892E-02,1.17467E-03,7.37390E-04,5.33311E+05,structural,170,1
194,3.42391E+01,5.67789E-01,4.52071E-02,9.64713E-03,1.05160E-03,5.99417E-04,2.85435E+05,structural,171,1
200,1.13509E-01,8.22566E-04,5.29443E-05,1.06507E-05,1.06789E-06,5.79747E-09,1.34131E+03,structural,177,1
201,3.49637E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,1.20821E-01,structural,178,1
207,1.05430E+02,1.98924E+00,1.64219E-01,3.58467E-02,3.00944E-03,1.41218E-03,3.22594E+05,structural,184,1
208,2.67919E+02,9.09423E+00,1.04557E+00,3.08483E-01,3.46113E-02,2.35494E-02,2.33623E+06,structural,184,1
209,3.75898E-01,5.86944E-03,2.60816E-04,2.75033E-05,2.63334E-06,4.23996E-06,2.90873E+03,structural,184,1
210,9.54141E+01,1.26306E+00,9.11297E-02,1.80487E-02,1.89364E-03,7.59203E-04,1.29958E+06,structural,185,1
211,5.87452E-01,3.23549E-03,9.79043E-05,7.24735E-06,6.92955E-07,7.69598E-07,3.93167E+03,structural,186,1
213,1.36618E+01,9.54679E-02,5.21444E-03,8.29078E-04,8.78732E-05,3.78463E-05,3.00969E+05,structural,188,1
214,9.54316E+01,2.27172E+00,2.14861E-01,5.29689E-02,5.35793E-03,3.84190E-03,6.60933E+05,structural,189,1
215,8.87847E+01,1.19471E+00,8.57258E-02,1.68313E-02,1.65920E-03,8.30210E-04,4.99321E+05,structural,190,1
216,1.63770E+03,5.86719E+01,7.28363E+00,2.35394E+00,2.27537E-01,1.00036E-01,1.32731E+07,structural,191,1
217,2.25077E+01,2.68479E-01,1.69339E-02,2.66675E-03,2.65146E-04,3.22824E-04,2.99727E+05,structural,192,1
218,2.93488E+02,4.70490E+00,3.79281E-01,8.33621E-02,8.50940E-03,5.59657E-03,3.13523E+06,structural,192,1
219,9.39968E+02,2.42903E+01,2.52322E+00,6.94207E-01,7.28565E-02,2.66127E-02,1.19254E+07,structural,193,1
220,5.69681E+01,1.19383E+00,9.79375E-02,1.93489E-02,1.89887E-03,7.55864E-03,1.53069E+06,structural,194,1
221,1.19945E+02,2.99786E+00,3.11084E-01,8.48315E-02,9.01223E-03,3.57501E-03,2.58496E+06,structural,195,1
222,4.73644E+01,3.64097E-01,1.87224E-02,2.75631E-03,2.91555E-04,4.60550E-04,1.05461E+06,structural,196,1
223,5.57257E+03,4.20587E+02,8.19318E+01,4.21139E+01,4.07196E+00,1.96837E+00,3.34466E+07,structural,197,1
224,1.10530E+02,1.54284E+00,1.15825E-01,2.36743E-02,2.52969E-03,1.58457E-03,1.18858E+06,structural,198,1
225,3.45839E+00,5.98844E-02,5.23819E-03,1.20313E-03,1.13877E-04,5.35192E-05,7.85918E+04,structural,199,1
226,4.20702E+02,8.79198E+00,8.16062E-01,2.01457E-01,2.15163E-02,1.11612E-02,4.21458E+06,structural,200,1
227,4.28154E+03,1.56149E+02,1.99368E+01,6.71183E+00,6.86329E-01,3.18060E-01,3.96702E+07,structural,201,1
228,1.42837E+03,4.52719E+01,5.53803E+00,1.74197E+00,1.77046E-01,1.38598E-01,2.15905E+07,structural,202,1
229,4.00738E+03,2.48768E+02,4.95937E+01,3.01046E+01,2.89035E+00,1.33439E+00,4.44190E+07,structural,203,1
230,1.77071E+03,7.53369E+01,1.07205E+01,3.98006E+00,4.12180E-01,2.61921E-01,1.67534E+07,structural,204,1
231,7.77989E+02,2.42646E+01,2.77135E+00,7.91478E-01,8.06172E-02,2.65661E-01,2.71222E+07,structural,205,1
232,2.03362E+04,2.42547E+03,6.33284E+02,4.89381E+02,5.01905E+01,2.00264E+01,2.79377E+08,structural,206,1
233,2.10809E+04,2.87306E+03,8.69027E+02,8.47234E+02,8.69101E+01,3.80110E+01,4.61364E+08,structural,207,1
234,1.95565E+04,2.14010E+03,5.63167E+02,4.62412E+02,4.66710E+01,2.72012E+01,2.80111E+08,structural,208,1
235,1.30279E+04,9.32085E+02,1.97813E+02,1.28891E+02,1.31054E+01,7.05914E+00,1.73464E+08,structural,209,1
236,2.69769E+04,2.53283E+03,5.43884E+02,3.19176E+02,3.18651E+01,1.31478E+01,3.56893E+08,structural,210,1
237,4.23687E+04,6.23556E+03,1.81792E+03,1.65627E+03,1.68332E+02,7.22182E+01,8.69322E+08,structural,211,1
238,1.54196E+04,1.33873E+03,2.84118E+02,1.57813E+02,1.66649E+01,1.25256E+01,3.07187E+08,structural,212,1
239,2.75812E+04,3.65579E+03,1.00329E+03,8.07674E+02,8.44773E+01,3.79766E+01,5.06043E+08,structural,213,1
240,3.79423E+04,4.43670E+03,1.11774E+03,8.33785E+02,8.44868E+01,3.73216E+01,5.03810E+08,structural,214,1
241,3.55123E+04,4.31586E+03,1.12610E+03,8.89884E+02,9.03055E+01,4.05319E+01,4.90123E+08,structural,214,1
242,2.34986E+04,2.56206E+03,6.47606E+02,4.89337E+02,4.84004E+01,1.76463E+01,3.68830E+08,structural,215,1
243,3.42704E+04,4.33699E+03,1.24468E+03,1.18642E+03,1.21473E+02,5.28629E+01,5.86317E+08,structural,216,1
244,3.58095E+03,2.05139E+02,3.42079E+01,1.47605E+01,1.53167E+00,6.56802E-01,6.97210E+07,structural,217,1
245,2.89265E+04,3.24445E+03,7.90984E+02,5.41933E+02,5.57277E+01,2.47791E+01,3.66761E+08,structural,218,1
246,1.13110E+04,1.25614E+03,3.75379E+02,3.83113E+02,3.74386E+01,1.80731E+01,1.53433E+08,structural,219,1
247,4.95325E+03,2.09233E+02,2.94437E+01,1.10470E+01,1.11915E+00,6.24274E-01,4.24629E+07,structural,219,1
248,2.37260E+04,2.34523E+03,5.43388E+02,3.72981E+02,3.82005E+01,1.87197E+01,3.28523E+08,structural,220,1
249,3.72030E+03,2.69611E+02,5.69064E+01,3.32956E+01,3.26376E+00,1.40258E+00,3.53551E+07,structural,221,1
250,4.44472E+03,1.94179E+02,3.04218E+01,1.35156E+01,1.45348E+00,4.32338E-01,4.99984E+07,structural,222,1
251,4.93692E+03,2.03065E+02,2.76466E+01,9.91767E+00,1.03799E+00,5.47202E-01,4.71637E+07,structural,223,1
252,9.42102E+02,4.32749E+01,7.36613E+00,3.49818E+00,3.51883E-01,2.20486E-01,7.38277E+06,structural,224,1
253,4.51604E+01,4.28384E-01,2.63765E-02,4.67542E-03,4.88283E-04,3.56118E-04,5.88824E+05,structural,225,1
254,2.11999E+02,2.83359E+00,2.08916E-01,4.26472E-02,4.56077E-03,3.35684E-03,2.14477E+06,structural,225,1
255,3.73782E+02,6.69494E+00,5.72317E-01,1.32039E-01,1.31714E-02,8.06953E-03,2.98120E+06,structural,226,1
256,2.10518E+02,3.51604E+00,2.88793E-01,6.45859E-02,6.29772E-03,2.87923E-03,1.73977E+06,structural,227,1
257,1.99732E+00,1.29240E-02,7.31712E-04,1.11054E-04,1.16513E-05,2.87640E-06,4.11792E+04,structural,228,1
258,2.23888E-06,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,4.86869E-03,structural,229,1
259,1.48294E-02,1.53332E-04,4.96746E-06,4.29732E-07,4.47834E-08,3.70077E-07,2.92978E+02,structural,230,1
260,9.91985E-05,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,0.00000E+00,8.79932E-01,structural,231,1
